,player_id,First Name,Last Name,Hand,Country,Height,Elo Rating,Clay Elo Rating,Hard Elo Rating,Grass Elo Rating,Carpet Elo Rating,n_games,last_game
103,208502,Dominic,Stricker,L,SUI,183,1598.0,1388.0,1580.0,1470.0,1500.0,49,2024-10-21
104,106329,Thiago,Monteiro,L,BRA,183,1596.0,1523.0,1526.0,1486.0,1500.0,222,2024-02-02
105,106058,Jack,Sock,R,USA,191,1596.0,1476.0,1494.0,1477.0,1500.0,336,2023-04-03
106,105936,Filip,Krajinovic,R,SRB,185,1592.0,1477.0,1479.0,1502.0,1500.0,257,2023-05-29
107,205734,Thiago,Seyboth Wild,R,BRA,185,1592.0,1402.0,1552.0,1607.0,1500.0,79,2024-10-21
108,126127,Benjamin,Bonzi,R,FRA,183,1592.0,1415.0,1579.0,1488.0,1500.0,106,2024-11-04
109,207686,Alexander,Shevchenko,R,KAZ,185,1589.0,1453.0,1487.0,1511.0,1500.0,86,2024-09-14
110,106234,Aslan,Karatsev,R,RUS,185,1588.0,1452.0,1488.0,1571.0,1500.0,167,2024-10-14
111,105173,Adrian,Mannarino,L,FRA,180,1588.0,1464.0,1598.0,1475.0,1500.0,648,2024-02-03
112,111794,Kamil,Majchrzak,R,POL,180,1587.0,1484.0,1512.0,1483.0,1500.0,71,2024-02-02
113,104926,Fabio,Fognini,R,ITA,178,1587.0,1560.0,1510.0,1491.0,1492.0,819,2024-11-04
114,200059,Yibing,Wu,R,CHN,183,1587.0,1495.0,1527.0,1549.0,1500.0,48,2024-10-02
115,126952,Soon Woo,Kwon,R,KOR,180,1587.0,1450.0,1524.0,1473.0,1500.0,136,2024-09-13
116,144895,Corentin,Moutet,L,FRA,180,1586.0,1511.0,1447.0,1512.0,1500.0,156,2024-11-04
117,208014,Rinky,Hijikata,R,AUS,178,1585.0,1515.0,1463.0,1507.0,1500.0,64,2024-10-02
118,106078,Egor,Gerasimov,R,BLR,196,1583.0,1493.0,1454.0,1533.0,1500.0,119,2024-10-02
119,106298,Lucas,Pouille,R,FRA,185,1583.0,1543.0,1523.0,1524.0,1500.0,277,2024-07-01
120,105357,John,Millman,R,AUS,183,1582.0,1472.0,1464.0,1522.0,1500.0,270,2023-01-16
121,124116,Sebastian,Ofner,R,AUT,191,1582.0,1474.0,1511.0,1536.0,1500.0,93,2024-02-03
122,106210,Jiri,Vesely,L,CZE,198,1580.0,1486.0,1498.0,1501.0,1500.0,315,2024-01-15
123,105464,Christopher,Rungkat,R,INA,175,1578.0,1512.0,1513.0,1500.0,1500.0,32,2023-02-04
124,105449,Steve,Johnson,R,USA,188,1573.0,1519.0,1454.0,1512.0,1500.0,405,2024-02-05
125,124186,Alexandre,Muller,R,FRA,183,1572.0,1514.0,1501.0,1509.0,1500.0,66,2024-11-04
126,106233,Dominic,Thiem,R,AUT,185,1568.0,1490.0,1514.0,1449.0,1500.0,566,2024-02-03
127,200384,Hugo,Gaston,L,FRA,173,1566.0,1514.0,1520.0,1471.0,1500.0,96,2024-11-04
128,200303,Pavel,Kotov,R,RUS,191,1566.0,1432.0,1502.0,1570.0,1500.0,80,2024-11-04
129,133297,Yosuke,Watanuki,R,JPN,180,1566.0,1523.0,1568.0,1490.0,1500.0,39,2024-02-02
130,144750,Lloyd,Harris,R,RSA,193,1564.0,1498.0,1442.0,1501.0,1500.0,158,2024-07-01
131,111153,Christopher,Eubanks,R,USA,201,1564.0,1495.0,1514.0,1522.0,1500.0,103,2024-02-01
132,105051,Matthew,Ebden,R,AUS,188,1561.0,1464.0,1504.0,1490.0,1500.0,208,2024-07-29
133,106186,Jason,Kubler,R,AUS,178,1560.0,1514.0,1439.0,1508.0,1500.0,62,2024-01-15
134,126845,Max,Purcell,R,AUS,185,1559.0,1495.0,1497.0,1489.0,1500.0,85,2024-08-26
135,105550,Guido,Pella,L,ARG,183,1559.0,1482.0,1481.0,1490.0,1500.0,281,2023-08-28
136,105657,Marius,Copil,R,ROU,191,1557.0,1579.0,1452.0,1466.0,1500.0,158,2024-02-03
137,106296,Gregoire,Barrere,R,FRA,183,1556.0,1527.0,1492.0,1487.0,1500.0,101,2024-11-04
138,105208,Ernests,Gulbis,R,LAT,190,1556.0,1468.0,1461.0,1519.0,1512.0,485,2023-02-04
139,106109,Alex,Bolt,L,AUS,183,1555.0,1500.0,1542.0,1476.0,1500.0,48,2024-07-15
140,105430,Radu,Albot,R,MDA,175,1553.0,1524.0,1534.0,1508.0,1514.0,255,2024-02-03
141,105226,Attila,Balazs,R,HUN,180,1553.0,1468.0,1512.0,1514.0,1468.0,56,2023-08-28
142,106281,Liam,Broady,L,GBR,183,1547.0,1542.0,1512.0,1446.0,1500.0,56,2024-07-01
143,209260,Luciano,Darderi,R,ITA,183,1547.0,1540.0,1489.0,1507.0,1500.0,54,2024-11-04
144,103529,Aisam Ul Haq,Qureshi,R,PAK,183,1545.0,1513.0,1446.0,1500.0,1500.0,75,2024-02-03
145,200670,J J,Wolf,R,USA,183,1544.0,1528.0,1522.0,1522.0,1500.0,98,2024-07-29
146,105554,Daniel,Evans,R,GBR,175,1543.0,1434.0,1534.0,1480.0,1500.0,335,2024-09-13
147,207680,Facundo,Diaz Acosta,L,ARG,183,1542.0,1447.0,1463.0,1453.0,1500.0,41,2024-10-14
148,105064,Thomaz,Bellucci,L,BRA,188,1541.0,1552.0,1471.0,1488.0,1483.0,422,2023-02-20
149,208363,Mariano,Navone,R,ARG,178,1539.0,1514.0,1476.0,1499.0,1500.0,42,2024-11-04
150,106065,Marco,Cecchinato,R,ITA,185,1538.0,1513.0,1469.0,1500.0,1500.0,207,2023-08-28
151,105643,Federico,Delbonis,L,ARG,193,1537.0,1474.0,1510.0,1464.0,1500.0,365,2023-02-06
152,124079,Pedro,Martinez,R,ESP,185,1536.0,1499.0,1446.0,1526.0,1500.0,159,2024-09-15
153,106026,Yuki,Bhambri,R,IND,185,1535.0,1526.0,1492.0,1513.0,1500.0,61,2023-02-03
154,200514,Jurij,Rodionov,L,AUT,191,1533.0,1500.0,1459.0,1568.0,1500.0,44,2024-09-13
155,207678,Juan Manuel,Cerundolo,L,ARG,183,1529.0,1493.0,1487.0,1515.0,1500.0,41,2024-02-26
156,144719,Jaume,Munar,R,ESP,183,1529.0,1503.0,1480.0,1514.0,1500.0,224,2024-10-14
157,105902,James,Duckworth,R,AUS,183,1528.0,1504.0,1498.0,1556.0,1500.0,173,2024-11-04
158,104112,Benjamin,Balleret,R,MON,185,1527.0,1488.0,1501.0,1500.0,1511.0,57,2024-02-03
159,127157,Daniel,Altmaier,R,GER,188,1526.0,1543.0,1497.0,1511.0,1500.0,127,2024-11-22
