player_id,wikidata_id,First Name,Last Name,Hand,Country,Height
211818,NOID,Erika,Sugamura,U,JPN,0
211819,NOID,Misato,Negi,U,JPN,0
211820,Q24450220,Martina,Colmegna,R,ITA,0
211821,Q20676044,Chiara,Grimm,R,SUI,0
211822,NOID,Darya,Chernetsova,U,BLR,0
211823,NOID,Yulia,Chubarova,R,RUS,0
211824,NOID,Anastasiya,Rychagova,U,RUS,0
211825,NOID,Anastasiya,Saitova,U,RUS,0
211826,NOID,Galina,Bykova,U,RUS,0
211827,NOID,Margarita,Shmeleva,U,RUS,0
211828,NOID,Anna,Peregudova,U,RUS,0
211829,NOID,Hongrui,Sun,U,CHN,0
211830,NOID,Izel Ece,Yilmaz,U,TUR,0
211831,NOID,Roos,Van Der Zwaan,R,NED,0
211832,NOID,Anastasija,Filipovic,R,SRB,0
211833,NOID,Tijana,Uzelac,R,SRB,0
211834,NOID,Patricia,Panta,R,PER,0
211835,NOID,Macarena,Asensos,U,ARG,0
211836,NOID,Mariana Lucia,Bedon Burgos,U,PER,0
211837,NOID,Giuliana,Huerta Mercado,U,PER,0
211838,NOID,You Na,Sul,U,KOR,0
211839,NOID,Maxine,Thomas,U,USA,0
211840,NOID,Katie,Le,U,USA,0
211841,NOID,Eleonore,Tchakarova,R,BUL,0
211842,NOID,Eleonora,Mindiyarova,U,RUS,0
211843,Q15642606,Anhelina,Kalinina,R,UKR,179
211844,Q52266330,Haruka,Kaji,R,JPN,0
211845,NOID,Hayaka,Murase,U,JPN,0
211846,Q18211248,Kyoka,Okamura,R,JPN,0
211847,NOID,Brenda,Rique,U,BRA,0
211848,NOID,Rafaela,Rodrigues Dos Santos,U,BRA,0
211849,NOID,Daria,Prytkova,R,RUS,0
211850,NOID,Cristina,Perez De La Torre Ma,U,ESP,0
211851,NOID,Emma Christine,Higuchi,U,USA,0
211852,NOID,Johnnise,Renaud,U,USA,0
211853,NOID,Maria,Shishkina,R,KAZ,0
211854,Q18128426,Katerina,Stewart,R,USA,0
211855,Q48547799,Jessica,Ho,U,USA,0
211856,Q21127219,Anastasiya,Komardina,L,RUS,0
211857,NOID,Dominika,Paterova,R,CZE,0
211858,NOID,Emmanuelle,De Beer,R,MRI,0
211859,NOID,Yana,Yurchenko,U,RUS,0
211860,NOID,Dora,Andrejszki,R,HUN,0
211861,NOID,Sabina,Jeresic,U,CRO,0
211862,NOID,Ana Paula,Neffa De Los Rios,R,PAR,0
211863,NOID,Marjorie,Ondeck,U,USA,0
211864,Q15788251,Maria Fernanda,Herazo Gonzalez,L,COL,166
211865,NOID,Maria,Gomez Saldarriaga,U,COL,0
211866,NOID,Laura,Beltran,R,COL,0
211867,NOID,Natalie,Lozano,U,COL,0
211868,NOID,Masa,Marc,R,SLO,0
211869,NOID,Astrid,Leclere,R,BEL,0
211870,NOID,Sara,Djurdjevic,U,SLO,0
211871,NOID,Vishesh,Vkc,U,IND,0
211872,NOID,Priscilla,Medlich Leal,U,MEX,0
211873,NOID,Esthefhanie Darehly,Juarez Rojo,U,MEX,0
211874,Q14775760,Victoria,Rodriguez,U,MEX,170
211875,NOID,Daniella,Daniel,R,GEO,0
211876,NOID,Angelina,Zhuravleva,U,RUS,0
211877,NOID,Antonella,Bramato,R,MEX,0
211878,Q27505559,Lizette,Cabrera,R,AUS,167
211879,Q27509571,Samantha,Harris,U,AUS,0
211880,Q18810520,Priscilla,Hon,R,AUS,171
211881,Q15628805,Olivia,Tjandramulia,R,AUS,167
211882,NOID,Chloe,Hule,R,AUS,0
211883,Q19577745,Michelle,Sammons,R,RSA,173
211884,NOID,Chiara,Frapolli,R,SUI,0
211885,Q13613549,Alice,Matteucci,R,ITA,0
211886,NOID,Maci,Epstein,U,USA,0
211887,Q64374286,Maia,Lumsden,R,GBR,0
211888,NOID,Osariemen,Airhunmwunde,U,NGR,0
211889,NOID,Rita,Obasigie,U,NGR,0
211890,NOID,Bogna,Nowicka,R,POL,0
211891,NOID,Marine,Dans,U,BEL,0
211892,NOID,Ye Rin,Lee,U,KOR,0
211893,NOID,Kaitlyn,Mccarthy,R,USA,0
211894,NOID,Pei Yu,Sieh,U,TPE,0
211895,NOID,Qi Li,Ma,U,CHN,0
211896,NOID,Donika,Bashota,R,SWE,0
211897,NOID,Gloria,Liang,R,CAN,0
211898,Q95960257,Andreea,Ghitescu,R,ROU,0
211899,NOID,Siri,Victorsson,R,SWE,0
211900,NOID,Thyra,Taune,U,SWE,0
211901,Q19819866,Aliona,Bolsova,R,MDA,172
211902,NOID,Jacqueline,Crawford,U,USA,0
211903,Q27049219,Barbara,Gatica,U,CHI,0
211904,NOID,Catalina,Vives,U,CHI,0
211905,NOID,Pilar,Quintana,U,ARG,0
211906,NOID,Sabina,Ramirez,U,CHI,0
211907,NOID,Hassiba,Munoz Alcaman,U,CHI,0
211908,Q48264975,Daniela Macarena,Lopez,U,CHI,0
211909,NOID,Catalina Paz,Arce Riquelme,U,CHI,0
211910,NOID,Luna,Cagnoni,R,ARG,0
211911,NOID,Ekaterina,Alay,R,RUS,0
211912,NOID,Kim Jana,Hausler,U,SUI,0
211913,NOID,Lena,Specht,U,GER,0
211914,NOID,Amit,Gavrieli,R,ISR,0
211915,NOID,Talya,Zandberg,U,ISR,0
211916,NOID,Valeria,Nikolaev,U,ISR,0
211917,Q19519466,Alona,Puskkarevsky,U,ISR,0
211918,NOID,Anastasija,Homutova,U,LAT,0
211919,NOID,Gaya,Solomon,U,ISR,0
211920,Q26209632,Martina,Capurro Taborda,L,ARG,0
211921,Q108124676,Julieta Lara,Estable,R,ARG,0
211922,NOID,Luciene,Benitez Boiero,U,ARG,0
211923,NOID,Eliza,Long,U,AUS,0
211924,NOID,Andrea,Dikosavljevic,R,AUS,0
211925,NOID,Yana,Mogilnitskaya,R,RUS,0
211926,NOID,Monika,Rajicic,U,AUS,0
211927,NOID,Nikol,Yordanova,R,BUL,0
211928,NOID,Polina,Radeva,U,BUL,0
211929,NOID,Aleksandra,Karamanoleva,R,BUL,0
211930,NOID,Teodora,Stinga,R,ROU,0
211931,NOID,Gebriela,Mihaylova,U,BUL,0
211932,NOID,Vivian,Zlatanova,R,BUL,0
211933,NOID,Ana,Gonzalez Andrade,U,MEX,0
211934,NOID,Sofia,Wicker,U,MEX,0
211935,NOID,Charity,Johns,U,USA,0
211936,NOID,Parris,Todd,U,USA,0
211937,NOID,Beatriz,Rios,U,MEX,0
211938,NOID,Itzi Janikuari,Torres Millan,U,MEX,0
211939,NOID,Dominique,Esparza Fuster,U,MEX,0
211940,NOID,Jamie,Pawid,U,USA,0
211941,Q22236502,Zoe,Hives,R,AUS,0
211942,NOID,Michelle,Pits,U,AUS,0
211943,NOID,Amy,Sneath,U,AUS,0
211944,NOID,Annabelle,Andrinopoulos,U,AUS,0
211945,NOID,Gabriela,Ferreira Sanabria,U,PAR,0
211946,NOID,Cindy,Oest,U,PAR,0
211947,NOID,Camila,Recalde,U,PAR,0
211948,NOID,Khrystsina,Kandratsiuk,U,BLR,0
211949,NOID,Jennifer,Brown,U,GBR,0
211950,NOID,Imren,Kurt,U,TUR,0
211951,Q2365460,Ana,Konjuh,R,CRO,174
211952,NOID,Alannah,Griffin,U,GBR,0
211953,NOID,Emily,Crowe,U,GBR,0
211954,NOID,Nicole,Peterson,R,GBR,0
211955,NOID,Laura,Moreno Martinez,R,ESP,0
211956,NOID,Ariadna,Marti Riembau,R,ESP,0
211957,NOID,Angela,Tejedor Espinosa,U,ESP,0
211958,NOID,Ana Lorena,Garcia Navas,L,ESP,0
211959,NOID,Ksenija,Sharifova,R,RUS,0
211960,NOID,Lilla,Barzo,U,HUN,0
211961,NOID,Emmanuelle,Salas,U,FRA,0
211962,NOID,Muge,Topsel,U,TUR,0
211963,NOID,Ege,Tomey,U,TUR,0
211964,NOID,Ilka,Csoregi,R,ROU,0
211965,Q55810237,Jasmin,Jebawy,U,GER,0
211966,NOID,Ksenia,Gaydarzhi,R,RUS,0
211967,Q48030357,Nina,Potocnik,R,SLO,0
211968,NOID,Elpida,Malamou,U,GRE,0
211969,NOID,Natsumi,Chimura,U,JPN,0
211970,NOID,Mariagiovanna,Nanti,R,ITA,0
211971,NOID,Areeporn,Wanichayapanich,U,THA,0
211972,NOID,Angelina,Skidanova,U,RUS,0
211973,NOID,Chatchaya,Sakchatchawan,U,THA,0
211974,NOID,Chanikarn,Silakul,R,THA,0
211975,NOID,Gorica,Spasojevic,U,BIH,0
211976,NOID,Marija,Curnic,U,CRO,0
211977,Q19984913,Adrijana,Lekaj,R,CRO,170
211978,NOID,Ivona,Cudina,L,CRO,0
211979,NOID,Andrea,Kulova,U,CZE,0
211980,NOID,Janneke,Wikkerink,U,NED,0
211981,NOID,Imen,Abid,U,TUN,0
211982,NOID,Anastasiya,Shestakova,U,UKR,0
211983,NOID,Sarai Delfina,Monarrez Yesaki,U,MEX,0
211984,NOID,Miriam Ruth,Lane,U,USA,0
211985,NOID,Carolina,Sa,R,BRA,0
211986,NOID,Hitomi,Hasebe,U,COL,0
211987,NOID,Valentina,Vargas,U,COL,0
211988,NOID,Alejandra,Gutierrez,U,COL,0
211989,NOID,Maria Camila,Trujillo Hoyos,L,COL,0
211990,NOID,Anastasiya,Zubkova,U,RUS,0
211991,NOID,Anastasia,Koveshnikova,R,RUS,0
211992,NOID,Maria,Ahumada,U,COL,0
211993,NOID,Zeynep,Saricam,U,TUR,0
211994,NOID,Irem,Karamanoglu,U,TUR,0
211995,NOID,Mina Guner,Karamercan,R,TUR,0
211996,NOID,Sneha,Padamata,R,IND,0
211997,NOID,Snigdha,Padamata,L,IND,0
211998,NOID,Tanvee,Bose,U,IND,0
211999,NOID,Natasha,Kanvinde,U,GBR,0
212000,NOID,Victoria,Chehal,U,IND,0
212001,Q18707652,Natalia,Vikhlyantseva,R,RUS,185
212002,NOID,Anastasia,Reshetnikova,U,BLR,0
212003,NOID,Ivanka,Karamalak,U,RUS,0
212004,NOID,Maryna,Veksler,U,UKR,0
212005,Q47525648,Valeriya,Pogrebnyak,L,RUS,0
212006,NOID,Elizaveta,Kamzolova,U,RUS,0
212007,NOID,Diana,Ryashko,U,RUS,0
212008,NOID,Dhruthi,Tatachar Venugopal,R,IND,0
212009,NOID,Nelise,Verster,L,RSA,0
212010,NOID,Vanja,Klaric,R,SRB,0
212011,NOID,Jessica,Simpson,R,RSA,160
212012,NOID,Marli,Van Heerden,U,RSA,0
212013,NOID,Alison Brigette,Sanders,U,RSA,0
212014,NOID,Ashleigh,De Wet,U,RSA,0
212015,NOID,Susan,Niemann,U,RSA,0
212016,NOID,Caitlin,Herb,U,RSA,0
212017,NOID,Nadine,De Villiers,U,RSA,0
212018,NOID,Liberty,Crawford,U,GBR,0
212019,Q21623273,Yan,Wang,U,CHN,0
212020,NOID,Suryaningsih,Suryaningsih,R,INA,0
212021,NOID,Yuenu,Li,U,CHN,0
212022,NOID,Rifanty,Kahfiani,R,INA,0
212023,NOID,Anjana,Kompally,U,IND,0
212024,NOID,Aulia,Nur Srikandhi,U,INA,0
212025,NOID,Claire Yoonkee Choi,Spackman,U,HKG,0
212026,Q33129800,Kwan Yau,Ng,U,HKG,0
212027,NOID,Lok Sze,Leung,U,HKG,0
212028,NOID,Ka Man Carina,Ma,R,HKG,0
212029,NOID,Anais,Emelie,U,MRN,0
212030,NOID,Alize,Boccard,R,SUI,0
212031,NOID,Marthe Eugenie,Sime,U,GUD,0
212032,NOID,Morgan,Bernabe,U,MRN,0
212033,NOID,Ambre,Boccard,U,SUI,0
212034,Q21067331,Fang Ying,Xun,U,CHN,0
212035,NOID,Si Qi,Liu,U,CHN,0
212036,NOID,Karina Natalia,Lojo,U,ARG,0
212037,NOID,Elizabeth,Johnson,U,USA,0
212038,NOID,Veronika,Stotyka,U,UKR,0
212039,NOID,Emilia,Granstrom,R,SWE,0
212040,NOID,Mathilda,Malm,U,SWE,0
212041,NOID,Paulina,Wulcan,U,SWE,0
212042,NOID,Juliet Jia Wen,Zhang,U,CAN,0
212043,Q22236739,Freya,Christie,R,GBR,180
212044,Q19935786,Katharina,Gerlach,R,GER,0
212045,Q27858264,Sinead,Lohan,U,IRL,0
212046,NOID,Shiran,Arol Wiegand,U,ISR,0
212047,NOID,Vlada,Chernikova,U,ISR,0
212048,NOID,Anastasiya,Shcherbakova,R,RUS,0
212049,NOID,Ioana,Posirca,U,ROU,0
212050,NOID,Nataliya,Pogribnyak,U,UKR,0
212051,NOID,Lodovica,Giannini,R,ITA,0
212052,NOID,Katharina,Feldmer,U,GER,0
212053,Q106242184,Anastasia,Pribylova,U,RUS,0
212054,Q55810219,Amelie,Intert,U,GER,0
212055,NOID,Juliet,Drew,U,AUS,0
212056,NOID,Jodie,Lynn,U,AUS,0
212057,NOID,Sarah,Gillespie Jones,U,AUS,0
212058,NOID,Tara,Reid,U,AUS,0
212059,NOID,Kelly,Duns,U,AUS,0
212060,NOID,Chantel,Skulskyj,U,AUS,0
212061,NOID,Verica,Spirovska,U,AUS,0
212062,NOID,Marinet,Morgan,U,AUS,0
212063,NOID,Nanette,Flichtbeil,U,AUS,0
212064,NOID,Marcia,Senn,U,AUS,0
212065,NOID,Electra,Henry,U,AUS,0
212066,NOID,Karen,Black,U,AUS,0
212067,NOID,Mika,Kanaya,U,JPN,0
212068,NOID,Natsumi,Yuki,U,JPN,0
212069,NOID,Orie,Sasaki,U,JPN,0
212070,NOID,Megumi,Katakura,U,JPN,0
212071,NOID,Miki,Kuramochi,U,JPN,0
212072,NOID,Junko,Nishida,U,JPN,0
212073,NOID,Shizuko,Matsuda,U,JPN,0
212074,NOID,Natsuko,Matsuda,U,JPN,0
212075,NOID,Asha,Burns,U,AUS,0
212076,NOID,Carolyn,Mcgann,U,AUS,0
212077,NOID,Kelly,Blanch,R,AUS,0
212078,NOID,Gabriela,Duch,U,MEX,0
212079,NOID,Amanda,Jasso,U,USA,0
212080,NOID,Branislava,Ivanovic,U,YUG,0
212081,NOID,Helen,Asciak,U,MLT,0
212082,NOID,Lisa,Camenzuli,U,MLT,0
212083,NOID,Lynn Yin,Tan,U,MAS,0
212084,Q27888938,Nicole,Angat,R,POC,0
212085,NOID,Davilyn,Godinet,U,POC,0
212086,NOID,Olga,Dzuba,U,KAZ,0
212087,NOID,Valeria,Khazova,U,KAZ,0
212088,NOID,D,Espinal,U,DOM,0
212089,Q102322193,Madeline,Sanchez,U,DOM,0
212090,NOID,Su Chen,Lin,U,HKG,0
212091,NOID,Adriana,Thaggard,U,FIJ,0
212092,Q42317167,Archana,Reddy,U,FIJ,0
212093,NOID,Yik Hui,Leow,U,SGP,0
212094,NOID,Shareen Rena,Lai,R,MAS,0
212095,NOID,Chen Yee,Liaw,U,MAS,0
212096,NOID,Shalini,Perera,U,SRI,0
212097,NOID,Shaza,Tinawi,U,SYR,0
212098,NOID,Farah,Dayoub,U,SYR,0
212099,NOID,Sonya,Kumar,U,SGP,0
212100,NOID,Tina,Jacob,U,SGP,0
212101,NOID,Petroena,Fong,U,FIJ,0
212102,NOID,Viviana,Rivero,U,BOL,0
212103,Q22087891,Alexandra,Chong,U,JAM,0
212104,NOID,Tinesta,Rowe,U,JAM,0
212105,NOID,Leeza,Rooks,U,TTO,0
212106,NOID,Lisa,Fung Kee Fung,U,TTO,0
212107,NOID,Tenille,Elias,U,TTO,0
212108,NOID,Sasha,Fisher,U,BER,0
212109,NOID,Francine,Harvey,U,ANT,0
212110,NOID,Niki,Williams,U,ANT,0
212111,NOID,Zarah,De Silva,U,BER,0
212112,NOID,Isoke,Perry,U,ANT,0
212113,NOID,Maria Elena,Gittens,U,PAN,0
212114,NOID,Anais Marie,Moreno,U,PAN,0
212115,NOID,Tara,Lambert,U,BER,0
212116,NOID,Alexia Llysel,Marquez,U,PAN,0
212117,NOID,Lucia,Henkle Gomez,U,GUA,0
212118,NOID,Elena,Branker,U,BAR,0
212119,NOID,Luisa Elfride,Lopez,U,GUA,0
212120,NOID,Kyla,Hunte,U,BAR,0
212121,NOID,Mariola,Prado,U,GUA,0
212122,NOID,Shonette,Wilson,U,BER,0
212123,NOID,Ignacia,Marin,U,CHI,0
212124,NOID,Ilona,Giberte,U,LAT,0
212125,NOID,Carol,Cassar Torreggiani,U,MLT,0
212126,NOID,Tatevik,Babayan,U,ARM,0
212127,NOID,Ana,Gasparyan,U,ARM,0
212128,NOID,Y,Farid,U,EGY,0
212129,NOID,Caroline,Oduor,U,KEN,0
212130,NOID,Evelyn,Otula,U,KEN,0
212131,NOID,Tankiso,Letseka,U,LES,0
212132,NOID,Liako,Selokoma,U,LES,0
212133,NOID,Esther,Mbugua,U,KEN,0
212134,NOID,Razalia,Phethu,U,BOT,0
212135,NOID,Ina,Sireteanu,U,MDA,0
212136,NOID,Iulia,Rozgon,U,MDA,0
212137,NOID,Kago,Phatshwane,U,BOT,0
212138,NOID,Mariem Nissaf,Bouchlaka,U,TUN,0
212139,NOID,S,Baccar,U,TUN,0
212140,NOID,Ludmila,Stavila,U,MDA,0
212141,NOID,Meriem,Zitouni,U,TUN,0
212142,NOID,Azza,Abbou,U,TUN,0
212143,NOID,Wing Shan,Cheung,U,HKG,0
212144,NOID,Alissa,Velts,U,KAZ,0
212145,Q27907790,Gurianna,Korinihona,R,POC,0
212146,NOID,Sarah,Wetz,U,MLT,0
212147,NOID,Rosanne,Dimech,R,MLT,0
212148,NOID,Nadia,Kilani,U,TUN,0
212149,NOID,Jeannine,Niedhardt,U,LIE,0
212150,NOID,Sabrina,Vogt,U,LIE,0
212151,NOID,Lesedi,Ramocha,U,BOT,0
212152,NOID,Phemelo,Mogapi,U,BOT,0
212153,NOID,Karmelina,Rivera,U,PUR,0
212154,NOID,Maria,Calbeto,U,PUR,0
212155,NOID,Danielle,Paynter,U,BER,0
212156,NOID,Yimara,Figueroa,U,PAN,0
212157,NOID,Anabelle,Espinosa Rodriguez,U,PAN,0
212158,NOID,Yeniseik,Gomez,U,PAN,0
212159,NOID,Laura,Viquez,U,CRC,0
212160,NOID,Karla,Golfin,U,CRC,0
212161,NOID,Saira,Sanchinelli,U,GUA,0
212162,NOID,Masika,Williams,U,ECA,0
212163,NOID,Sylma,Phillip,U,ECA,0
212164,NOID,Nicole,Agostini,U,TTO,0
212165,NOID,Anneliese,Rose,U,TTO,0
212166,NOID,Lerissa,Maurice,U,ECA,0
212167,Q8261320,Si Nga,Lee,R,HKG,0
212168,NOID,Marina,Spakova,U,KAZ,0
212169,NOID,Karina,Jarlkaganova,U,KAZ,0
212170,NOID,Norzafira,Taufik,U,MAS,0
212171,Q108548822,Francesca,LaO,U,PHI,0
212172,Q56043395,Maylani,Ah Hoy,R,POC,0
212173,NOID,Yulia,Klimchenko,U,KGZ,0
212174,NOID,Kunykei,Koichumananova,U,KGZ,0
212175,NOID,Jessica,Sweeting,L,BAH,0
212176,NOID,Andrea,Brenes,U,CRC,0
212177,NOID,Danielle,Cosgrove,U,TTO,0
212178,NOID,Ashley,Brooks,U,BER,0
212179,NOID,Linda,Svarena,U,LAT,0
212180,NOID,Stephanie,Pace,U,MLT,0
212181,NOID,Bianca,Gorbea,U,PUR,0
212182,NOID,Hazar,Sidki,U,SYR,0
212183,NOID,Ummarahmat,Hummetova,U,TKM,0
212184,NOID,Jenneta,Halliyeva,U,TKM,0
212185,Q27907651,Irene,George,R,POC,0
212186,NOID,Yekaterina,Morozova,U,KAZ,0
212187,NOID,Pei Ling,Tong,U,SGP,0
212188,NOID,Yun Ling,Ng,U,SGP,0
212189,NOID,Nivin,Kezbari,U,SYR,0
212190,NOID,Almira,Hallyeva,U,TKM,0
212191,NOID,Veronika,Babayan,U,TKM,0
212192,NOID,Meera,Kantaria,U,KEN,0
212193,NOID,Wanjika,Ngaruiya,U,KEN,0
212194,NOID,Laone,Botshoma,U,BOT,0
212195,NOID,Elna,De Villiers,U,NAM,0
212196,NOID,Alet,Boonzaaier,R,NAM,0
212197,NOID,Elrien,De Villiers,U,NAM,0
212198,NOID,Selima,Frioui,U,TUN,0
212199,NOID,Inna,Gavrilenko,U,TKM,0
212200,NOID,Shao Fang,Ong,U,SGP,0
212201,NOID,Tatyana,Ignatchenko,R,KAZ,0
212202,NOID,Mariaryeni,Gutierrez,U,VEN,0
212203,NOID,Rym,Cherni,U,TUN,0
212204,NOID,Stephanie,Sullivan,U,MLT,0
212205,Q716495,Sandra,Kristjansdottir,U,ISL,0
212206,NOID,Sigurlaug,Sigurdardottir,U,ISL,0
212207,NOID,Puleng,Tlhophane,U,BOT,0
212208,NOID,Rebekka,Petursdottir,U,ISL,0
212209,NOID,Suzelle,Davin,R,NAM,0
212210,NOID,Ilina,Kroushovski,U,CYP,0
212211,NOID,Irina,Letseva,U,CYP,0
212212,NOID,Olga,Cosic,U,MDA,0
212213,NOID,Jacklyn,Lambert,U,BER,0
212214,NOID,Johanna,De Leon,U,PAN,0
212215,NOID,Nicole,Arosemena,U,PAN,0
212216,NOID,Geraldine,Leong,U,HKG,0
212217,NOID,Sybille,Khayat,U,SYR,0
212218,NOID,Vanessa,Boey,U,SGP,0
212219,NOID,Line,Jouayed,U,SYR,0
212220,NOID,Caitlin,Gordon,U,BER,0
212221,NOID,Stanislava,Cozirscaia,U,MDA,0
212222,NOID,Amel,Benhaj,U,TUN,0
212223,NOID,Tshidiso,Mosinyi,U,BOT,0
212224,NOID,Sidonia,Wolfinger,U,LIE,0
212225,NOID,Sofia,Barletta,U,HON,0
212226,NOID,Marisela,Aviles,U,HON,0
212227,NOID,Maria De Los Angeles,Cardenas,U,HON,0
212228,NOID,Ana Lilyan,Guzman,U,GUA,0
212229,NOID,Raye Ann,Sandy,U,TTO,0
212230,NOID,Olivia,Bennett,U,TTO,0
212231,NOID,Kristen,Lopez,U,BAR,0
212232,NOID,Carlista,Mohammed,U,TTO,0
212233,NOID,Shenelle,Mohammed,U,TTO,0
212234,NOID,Sahar,Al Disi,U,JOR,0
212235,NOID,Leen,Irani,U,JOR,0
212236,NOID,Pamela,Adom Mendez,U,DOM,0
212237,NOID,Katherine,Hoepelman,U,DOM,0
212238,NOID,Leyla Esther,Cabrera,U,DOM,0
212239,NOID,Shukufa,Abdullayeva,U,AZE,0
212240,NOID,Astrid,Tixier,U,MRI,0
212241,Q14921005,Diana,Bukajeva,U,LAT,0
212242,NOID,Marina,Kojanova,R,MDA,0
212243,NOID,Nilupul,Goonasekera,U,SRI,0
212244,NOID,Amreetha,Muttiah,U,SRI,0
212245,NOID,Carolyn Ann,Lim Hui,U,SGP,0
212246,NOID,Jithmie,Jayawickrema,R,SRI,0
212247,NOID,Charlene,Tsangamwe,U,ZIM,0
212248,NOID,Soumia,Islami,U,ISL,0
212249,NOID,Mia,Radulovic,R,MNE,0
212250,NOID,Elizabeth,Tapia,U,PAN,0
212251,NOID,Nicole,Stanziola,U,PAN,0
212252,NOID,Lee Anne,Lingo,R,TTO,0
212253,NOID,Celina,Goetti,U,SGP,0
212254,NOID,Shadi,Tabatabai,U,IRI,0
212255,NOID,Ghazaleh,Torkaman,U,IRI,0
212256,NOID,Madona,Najarian,R,IRI,0
212257,NOID,Eirdis,Ragnarsdottir,U,ISL,0
212258,NOID,Olga,Zaicenco,U,MDA,0
212259,NOID,Alma Michelle,Espinosa Rodriguez,U,PAN,0
212260,NOID,Rosaline Zafir,Chavez Tello,U,PAN,0
212261,NOID,Sally,Bogaert Morel,U,DOM,0
212262,NOID,Dayna,Grazette,U,TTO,0
212263,NOID,Si Ying Julienne,Keong,U,SGP,0
212264,NOID,Diala,Jamaleddine,U,SYR,0
212265,NOID,Kett,Sadi,U,SYR,0
212266,NOID,Khee Yen,Wee,R,SGP,0
212267,NOID,Maria Clara,Bernardez,U,DOM,0
212268,NOID,Camila,Quesada,U,CRC,0
212269,Q6077970,Isabella,Escobar,U,GUA,160
212270,NOID,Niamh,Coveney,U,IRL,0
212271,NOID,Maria,Moya,U,CRC,0
212272,NOID,Breana,Stampfli,U,TTO,0
212273,NOID,Paloma,Castillo,U,DOM,0
212274,NOID,Emilia,Tenizbaeva,U,KGZ,0
212275,NOID,Alena,Panfilova,U,KGZ,0
212276,NOID,Clare,Fong,U,SGP,0
212277,NOID,Amangul,Mollayeva,U,TKM,0
212278,NOID,Sarah,Al Balushi,U,OMA,0
212279,NOID,Maliha,Al Awaidy,U,OMA,0
212280,NOID,Ana Sofia,Cordero,U,PUR,0
212281,Q96358510,Monica,Matias,U,PUR,0
212282,NOID,Michelle Marie,Valdez,U,DOM,0
212283,NOID,Ximena,Mino,U,CRC,0
212284,NOID,Dania,Navarro,U,PAN,0
212285,NOID,Mariella,Calderon,U,CRC,0
212286,NOID,Gabriela,Gonzalez,U,PAN,0
212287,NOID,Trevine,Sellier,U,TTO,0
212288,NOID,Gabrielle,Moxey,L,BAH,0
212289,NOID,Beatriz,Maia,U,BRA,0
212290,NOID,Hannah En Xin,Chew,U,SGP,0
212291,NOID,Geraldine,Ang,U,SGP,0
212292,NOID,Nilushi,Fernando,U,SRI,0
212293,NOID,Roshenka,Fernando,U,SRI,0
212294,NOID,Thisuri,Molligoda,U,SRI,0
212295,NOID,Sahar,Najaei,U,IRI,0
212296,NOID,Seyedeh,Saadat,U,IRI,0
212297,NOID,Maria Giorgia,Farrugia Sacco,U,MLT,0
212298,NOID,Michelle Kerubo,Onyancha,U,KEN,0
212299,NOID,Veronica,Osogo Nabwire,U,KEN,0
212300,NOID,Mara,Argyriou,U,CYP,0
212301,NOID,Carita,Moolman,U,NAM,0
212302,Q6530319,Lesedi Sheya,Jacobs,R,NAM,0
212303,Q6318316,Justina,Mikulskyte,U,LTU,0
212304,NOID,Maria,Siopacha,R,CYP,0
212305,NOID,Joselyn Margarita,Treyes Albarracan,U,ECU,0
212306,NOID,Paula,Castro,U,ECU,0
212307,NOID,Luisanna,Rodriguez,U,DOM,0
212308,NOID,Karla,Portalatin,U,DOM,0
212309,NOID,Maria Jose,Pintos,U,URU,0
212310,NOID,Mariela,Haug,U,CRC,0
212311,NOID,Sara,Quiroga,U,URU,0
212312,NOID,Juli,Raventos,U,CRC,0
212313,Q15127568,Hedda,Odegaard,L,NOR,0
212314,Q28032326,Jahana,Bayramova,R,TKM,159
212315,NOID,Thi Tam Hao,Tran,R,VIE,0
212316,Q17466050,Rheeya,Doshi,R,SGP,0
212317,NOID,Sabina,Korsunova,U,KGZ,0
212318,Q19646081,Aslina,Chua,R,MAS,0
212319,NOID,Arina,Beliaeva,U,KGZ,0
212320,NOID,Arezou,Youlghouni,U,IRI,0
212321,NOID,Hagit,Zubary,U,ISR,0
212322,NOID,Dora,Alavantic,U,YUG,0
212323,NOID,Bente,Kjolstad,U,NOR,0
212324,Q17066184,Ellen,Grindvold,U,NOR,0
212325,NOID,Monique,Krecke,U,LUX,0
212326,NOID,Flore,Wagner,U,LUX,0
212327,NOID,Alina,Baraldi,U,MEX,0
212328,NOID,DUPE Jennifer,Waggott,U,RHO,0
212329,NOID,DUPE Fiona,Mckenzie,U,RHO,0
212330,NOID,Carla,Guarino De Galeazzi,U,URU,0
212331,NOID,Susan,Stone,U,CAN,0
212332,NOID,Susi,Eichenberger,U,SUI,0
212333,NOID,Loanita,Rachman,U,INA,0
212334,NOID,Gladys,Imperial,U,PHI,0
212335,NOID,Marisa,Sanchez,U,PHI,0
212336,Q7000818,Rafeket,Binyamini,U,ISR,0
212337,NOID,Orly,Bialistozky,U,ISR,0
212338,NOID,Janine,Strauss,U,ISR,0
212339,NOID,Marlene,Chumbez,U,PER,0
212340,NOID,Magdalena,Wiese,U,PER,0
212341,NOID,Rediet,Kefyalew,U,ETH,0
212342,NOID,Seble,Woldegebriel,U,ETH,0
212343,Q19668030,Olga,Zaitseva,U,URS,168
212344,NOID,Suthasini,Sirikaya,U,THA,0
212345,NOID,Chalada,Wattana,U,THA,0
