Rank  Name                    Rating
4352.  Roy Schwegman                -19.314
4353.  Adrians Zguns                -19.334
4354.  Rohun Beven                  -19.341
4355.  Spencer Newman               -19.343
4356.  Francis Conquy               -19.344
4357.  Jesus Oroquieta              -19.362
4358.  Richard Browne               -19.363
4359.  David Felgate                -19.363
4360.  Rick Leach                   -19.366
4361.  Maurice Pugnaire             -19.369
4362.  F Wrathrall                   -19.37
4363.  Malik Sanjaya Wijemanne      -19.374
4364.  Keith Begley                 -19.381
4365.  Ismar Gorcic                 -19.385
4366.  Alexander Slabinsky          -19.387
4367.  Clement Chidekh              -19.399
4368.  Ruben Baltazar                -19.42
4369.  L Stevens                    -19.427
4370.  Giuseppe Arancio              -19.43
4371.  Malcolm Elley                -19.439
4372.  Rohit Rajpal                 -19.447
4373.  Joji Miyao                   -19.468
4374.  J Griman                     -19.473
4375.  Darius Florin Bragusi        -19.482
4376.  Giuseppe Tartari             -19.489
4377.  W Field                       -19.49
4378.  Toshiyuki Nakasawa           -19.496
4379.  A Hernandez                  -19.499
4380.  Rodrigo Faria                -19.505
4381.  A Webb                       -19.515
4382.  Charles Irie                 -19.516
4383.  Sergio Gomez Barrio          -19.524
4384.  Hal Gorman                   -19.532
4385.  Harry Fritz                  -19.536
4386.  Gary Teagle                  -19.542
4387.  Adrian Andreev               -19.551
4388.  Jim Ebbitt                   -19.552
4389.  U Morgaver                   -19.562
4390.  Siegfried Kipka              -19.574
4391.  Antonio Richeran             -19.581
4392.  Jeff Salzenstein             -19.586
4393.  Nejc Podkrajsek              -19.593
4394.  Rihards Emulins              -19.593
4395.  Praful Ghatage               -19.599
4396.  Andres Artunedo Martinavarro    -19.602
4397.  Lays Salim                   -19.605
4398.  M Blakeway                   -19.613
4399.  Terry Fahlenbock             -19.628
4400.  Mike Adams                   -19.628
4401.  Georghe Boaghe               -19.633
4402.  Duilio Vallebuona            -19.635
4403.  G Rorn                       -19.648
4404.  Tino Anda                    -19.648
4405.  Jorge Justo                   -19.65
4406.  G Smith                      -19.651
4407.  Abdul Rahman Bakar           -19.659
4408.  Dick Moffatt                 -19.662
4409.  J Sacks                      -19.666
4410.  R Carter                     -19.666
4411.  Dennis Lajola                -19.668
4412.  John Edmond                  -19.674
4413.  Jaime Cortes                 -19.674
4414.  Miha Gregorc                 -19.681
4415.  Luis Javier Cuellar Contreras    -19.687
4416.  Stuart Creed                 -19.697
4417.  Pavlos Mamasis               -19.704
4418.  Samir Iftikhar               -19.709
4419.  Madhusudhan Nair             -19.718
4420.  Brendan Evans                -19.729
4421.  Larry Goldbeck               -19.731
4422.  Norm Schellenger             -19.736
4423.  S Keliani                     -19.74
4424.  Homer Shoop                  -19.756
4425.  Frank Mcardle                -19.772
4426.  Richard Akel                 -19.799
4427.  Oleksii Krutykh              -19.801
4428.  Paolo Lagana                 -19.803
4429.  Errol Kilov                   -19.81
4430.  P Kunzler                    -19.811
4431.  Oskar Saarne                 -19.811
4432.  Rolando Zalameda             -19.812
4433.  Abdulrahman Alawadhi         -19.815
4434.  Ruben Torres                 -19.819
4435.  Jean Andersen                -19.819
4436.  R Mortoire                   -19.821
4437.  Pertii Manisto               -19.845
4438.  Mike Rowe                    -19.845
4439.  Dmitrii Baskov               -19.847
4440.  Esat Tanik                    -19.85
4441.  Sebastian Arcila             -19.853
4442.  M J R Hales                  -19.855
4443.  Grant Copley                  -19.86
4444.  Gene Ward                    -19.862
4445.  Peter Gerads                 -19.863
4446.  Thehan Sanjaya Wijemanne     -19.864
4447.  Sunny Liu                    -19.867
4448.  Marc Kimmich                 -19.871
4449.  Robert Ouwendijk             -19.889
4450.  Joe Tillerson                -19.894
4451.  Pascal Genevo                -19.904
4452.  Fred V Mcnair Iii            -19.906
4453.  Luis Delgado                  -19.91
4454.  Zacchi Biadene               -19.915
4455.  Steve Mcdonald                -19.92
4456.  Bruce Kellock                -19.923
4457.  Sheppard Mojanaga            -19.931
4458.  P Michau                     -19.939
4459.  Giovanni Biccai              -19.941
4460.  Johann Coles                 -19.941
4461.  Ryoichi Mori                 -19.956
4462.  Eduardo Furusho              -19.956
4463.  Richard Ravreby              -19.957
4464.  Mark Darby                   -19.963
4465.  Antal Van Der Duim           -19.963
4466.  Tiago Godinho                -19.965
4467.  Jorge Bardou                 -19.968
4468.  Terje Persson                -19.983
4469.  K French                     -19.985
4470.  Perry Wright                 -19.997
4471.  Tony Madrid                  -19.998
4472.  Unknown Fearmon                -20.0
4473.  Brendan Kelly                  -20.0
4474.  Paul Fitzsimmons               -20.0
4475.  Willie Walsh                   -20.0
4476.  Unknown Doherty                -20.0
4477.  Gustavo Herrero                -20.0
4478.  Andres Funes                   -20.0
4479.  Emery Neale                    -20.0
4480.  Alejandro Harms                -20.0
4481.  Jorge Kon                      -20.0
4482.  Enrique Perez Alvarez          -20.0
4483.  Gerardo Wortelboer             -20.0
4484.  Fred Berli                     -20.0
4485.  Tony Pickard                   -20.0
4486.  Ted Beards                     -20.0
4487.  Bob Abbott                     -20.0
4488.  John Allgood                   -20.0
4489.  Stan Ellis                     -20.0
4490.  Tom Chivington                 -20.0
4491.  Andres Escobar                 -20.0
4492.  Jaime Bartoli                  -20.0
4493.  Adrian Pena                    -20.0
4494.  Takesji Tsujimoto              -20.0
4495.  Mick Marchment                 -20.0
4496.  Peter Oatey                    -20.0
4497.  H Nielson                      -20.0
4498.  J May                          -20.0
4499.  Peter Rode                     -20.0
4500.   Collet                        -20.0
4501.  Igor Scherbatoff               -20.0
4502.  Bobby Wertheimer               -20.0
4503.  Arnaldo Moreira                -20.0
4504.  M Cauvin                       -20.0
4505.   Degodos                       -20.0
4506.  M Laferre                      -20.0
4507.   Botteau                       -20.0
4508.  F M Rafecas                    -20.0
4509.   Arguilo                       -20.0
4510.  Joe Huey                       -20.0
4511.  Rick Evans                     -20.0
4512.  Jose Oriol Serrano             -20.0
4513.  Jose Ignacio Bel               -20.0
4514.  Jose Maria Mateu               -20.0
4515.  Pedro Garriga Nogues           -20.0
4516.  Luis Alberich                  -20.0
4517.  Mike Beene                     -20.0
4518.  Larry Buhrman                  -20.0
4519.  Steve Wilkinson                -20.0
4520.  John Gilbert                   -20.0
4521.  Terry Neudecker                -20.0
4522.  Richard Howell                 -20.0
4523.  Ernest Cox                     -20.0
4524.  Arthur Watson                  -20.0
4525.   Panizza                       -20.0
4526.  S Roig                         -20.0
4527.  F Bannazar                     -20.0
4528.  Wilhelm Buchholz               -20.0
4529.  Claus Glattbach                -20.0
4530.  Fritz Sehmrau                  -20.0
4531.  Detlev Irmler                  -20.0
4532.  Dave Perchonock                -20.0
4533.  Harry Hoffman Jr               -20.0
4534.  D Watts                        -20.0
4535.  K Lonsdale                     -20.0
4536.  G Miles                        -20.0
4537.  N Trotter                      -20.0
4538.  A D'Orsongna                   -20.0
4539.  G Loader                       -20.0
4540.  L Ploughman                    -20.0
4541.  Jihad Khouayess                -20.0
4542.  D J Sheperd                    -20.0
4543.  C Graham                       -20.0
4544.  P D R Williams                 -20.0
4545.  B Mortoire                     -20.0
4546.  T L Darcy                      -20.0
4547.  J C Edwards                    -20.0
4548.  A Jordan                       -20.0
4549.  R S Edwards                    -20.0
4550.  M S Palmer                     -20.0
4551.  Alan Fawcett                   -20.0
4552.  R Lovell                       -20.0
4553.  David Borelli                  -20.0
4554.  S G Laing                      -20.0
4555.  G R D Porteus                  -20.0
4556.  Jose Manuel Villota            -20.0
4557.  Luis Moreira                   -20.0
4558.  Michael Reynolds               -20.0
4559.  Jan Botha                      -20.0
4560.  Andre Makkink                  -20.0
4561.  Randall Verdieck               -20.0
4562.  Herbert Loerke                 -20.0
4563.  Andreas Trenkle                -20.0
4564.  J Fannin                       -20.0
4565.  N Gillasby                     -20.0
4566.  R Beaver                       -20.0
4567.  K Stevens                      -20.0
4568.  Fazal Mahmoud                  -20.0
4569.  Bedri Baykam                   -20.0
4570.  Vartan Tetikbas                -20.0
4571.  E Neemati                      -20.0
4572.  Rodrigo Ramirez                -20.0
4573.  Kristian Tammivuori            -20.0
4574.  Cevdet Cika                    -20.0
4575.  J Gordon                       -20.0
4576.  Brett Hibbert                  -20.0
4577.  Davn Santiago                  -20.0
4578.  A Simcox                       -20.0
4579.  Andrzej Wisnieski              -20.0
4580.  Tokio Nishiwaki                -20.0
4581.  Yukihiko Murata                -20.0
4582.  Noriyuki Washida               -20.0
4583.  Teodor Batchev                 -20.0
4584.  Wes Horskins                   -20.0
4585.  Ikbel Hanachi                  -20.0
4586.  Robert Crames                  -20.0
4587.  M Arenzon                      -20.0
4588.  Bruno Renoult                  -20.0
4589.  Marian Lazarov                 -20.0
4590.  Tomer Zimmerman                -20.0
4591.  Depeng Li                      -20.0
4592.  Nael Zaki                      -20.0
4593.  Sebastien Gerard               -20.0
4594.  Johan Alven                    -20.0
4595.  Victor Lopez Moron             -20.0
4596.  Renald Etienne                 -20.0
4597.  Mehdi Ben Ismail               -20.0
4598.  Eduardo Mandarino              -20.0
4599.  Eyad Shahadeh                  -20.0
4600.  Peter Orwa                     -20.0
4601.  Furat Hammadi                  -20.0
4602.  Sean Cartwright                -20.0
4603.  Yuval Karutzi                  -20.0
4604.  Saleh Bushnaq                  -20.0
4605.  Derek Yong                     -20.0
4606.  Pasi Virtanen                  -20.0
4607.  Sebastien Hette                -20.0
4608.  Mohammed Mahmoudi              -20.0
4609.  Sofiane Rais Ali               -20.0
4610.  Yuan Xiong Hui                 -20.0
4611.  Nortay Dowuona                 -20.0
4612.  Sanjeev Tikaram                -20.0
4613.  Tomas Catar                    -20.0
4614.  Juan Francisco Barragan        -20.0
4615.  Iman Nilipour                  -20.0
4616.  Augusto Sanabria               -20.0
4617.  Victor Ribas                   -20.0
4618.  Davit Babayan                  -20.0
4619.  Yazan Al Kasim                 -20.0
4620.  Samuel Fumi                    -20.0
4621.  Joel Allen                     -20.0
4622.  Mohammed Fawzy                 -20.0
4623.  Thomas Drouet                  -20.0
4624.  Sergio Ramirez                 -20.0
4625.  Augusto Ricciardi Castelli      -20.0
4626.  Damian Patriarca               -20.0
4627.  Leonardo Ramirez               -20.0
4628.  Carlos Alvarez                 -20.0
4629.  Mohammed Faizal Bin Othman      -20.0
4630.  Muhd Ashaari Bin Zinal Abidin      -20.0
4631.  Candy Idoko                    -20.0
4632.  Jason Engelhardt               -20.0
4633.  Revaz Osadze                   -20.0
4634.  Wan Gao                        -20.0
4635.  Amaury Gomez                   -20.0
4636.  Gino Meeuwsen                  -20.0
4637.  Romain Radwan                  -20.0
4638.  Jae Min Seol                   -20.0
4639.  Carlos Taborga                 -20.0
4640.  Tunde Segodo                   -20.0
4641.  Constantinos Ioannides         -20.0
4642.  Giorgi Javakhishvili           -20.0
4643.  Fred Simonsson                 -20.0
4644.  Xavier Lawrence                -20.0
4645.  Julien Cagnina                 -20.0
4646.  Roman Hassanov                 -20.0
4647.  Peter August Anker             -20.0
4648.  Amir Hossein Badi              -20.0
4649.  Cheng Yu Yu                    -20.0
4650.  Michel Saade                   -20.0
4651.  Mark Chigaazira                -20.0
4652.  Soufiane El Mesbahi            -20.0
4653.  Yassir Kilani                  -20.0
4654.  Gabriel Donev                  -20.0
4655.  Nikoloz Davlianidze            -20.0
4656.  Kevin Cheruiyot                -20.0
4657.  Roey Tabet                     -20.0
4658.  Thabo Ncube                    -20.0
4659.  Siim Troost                    -20.0
4660.  Jose  Flores                   -20.0
4661.  Walid Ahouda                   -20.0
4662.  Daniel Azar                    -20.0
4663.  Jacob Bicknell                 -20.0
4664.  Devin Badenhorst               -20.0
4665.  Min Kyu Song                   -20.0
4666.  Thanapet Chanta                -20.0
4667.  Kwok Shun Dasson Chan          -20.0
4668.  Luigi Chiaiese               -20.001
4669.  Ki Lung Ng                   -20.003
4670.  Leonzio Collas               -20.004
4671.  Denis Grozdanovitch          -20.005
4672.  Kim Huat Khoo                 -20.01
4673.  Alessandro Camarco           -20.013
4674.  Glen Grissillo                -20.02
4675.  Ek Son Lee                   -20.027
4676.  Riccardo Capece              -20.033
4677.  Yanki Erel                   -20.034
4678.  Rob Cadwallader              -20.047
4679.   Bye1                        -20.049
4680.  Alexander Merino             -20.052
4681.  Tomas Cakl                   -20.053
4682.  U Clermont                   -20.054
4683.  Juan Carlos Gonzalez         -20.055
4684.  Anthony Ensor                -20.058
4685.  Luca Preda                   -20.058
4686.  Ulrich Trettin               -20.063
4687.  Suresh Melvani               -20.065
4688.  Larry Dodge                  -20.066
4689.  B A Razik                    -20.066
4690.  Dick Ogden                   -20.078
4691.  Salvatore Sanges              -20.08
4692.  Hiroki Kondo                 -20.085
4693.  B Hauffe                     -20.107
4694.  Ludovic Walter               -20.109
4695.  Roger Becker                 -20.112
4696.  Jack May                     -20.115
4697.  Frederick Sundsten           -20.116
4698.  Xavier Avila                 -20.121
4699.  Nicolas Massu                -20.123
4700.  Markus Kerner                -20.128
4701.  Art Faust                    -20.131
4702.  Mark Long                    -20.137
4703.  Bill Mcdonnell               -20.139
4704.  William Mcgehee              -20.139
4705.  Jamie Baker                  -20.141
4706.  Per Erik Dahl                -20.156
4707.  Jose Antonio Velazquez       -20.157
4708.  Domenico Urso                 -20.16
4709.  C Francis                    -20.161
4710.  Dennis Hayes                 -20.177
4711.  Mario Brenner                -20.181
4712.  Sebastien Vidal              -20.183
4713.  Fazaluddin Syed              -20.184
4714.  Peter Bahr                   -20.189
4715.  Bob Barker                   -20.199
4716.  Greg Ewansky                 -20.201
4717.  Gisle Pedersen Jentoft       -20.202
4718.  Cesar Escobar Serrano        -20.207
4719.  P Corne                      -20.219
4720.  Volker Hauffe                -20.224
4721.  Kinantan Sangitan            -20.226
4722.  Felipe Parada                -20.226
4723.  Arne Georg Raabe             -20.229
4724.  Jose Schmidt                 -20.231
4725.  Patricio Alvarado            -20.236
4726.  Tertius Reynders             -20.237
4727.  Antonio Gonzalez             -20.244
4728.  Milos Sekulic                -20.253
4729.  Maxime Koffi                 -20.255
4730.  Khalid Hussain Fitiani       -20.262
4731.  U Pickthall                  -20.266
4732.  Johann Scholtemeyer           -20.27
4733.   Gardet                      -20.273
4734.  Wei Leung                    -20.273
4735.  Ricky Diaz                   -20.274
4736.  J Plain                      -20.291
4737.  G Kenway                     -20.307
4738.  Ian Aler                      -20.31
4739.  Goran Popov                  -20.316
4740.  Eric White                   -20.326
4741.  Jan Choinski                 -20.327
4742.  Bill Udemans                 -20.334
4743.  Alberto Lim                  -20.338
4744.  Robbie Lissauer              -20.341
4745.  Milan Vopicka                -20.341
4746.  U Thomas                     -20.343
4747.  Yat Lung Ma                  -20.344
4748.  Branko Djuric                -20.345
4749.  Don Lawrie                   -20.349
4750.  Fred Blatter                 -20.352
4751.  Ron Dutton                   -20.357
4752.  G Irshai                     -20.357
4753.  Dave Shaw                     -20.37
4754.   Taylor                      -20.375
4755.  Jim Ryan                     -20.381
4756.  Alejandro Mendoza            -20.382
4757.  Clyde Witt                   -20.388
4758.  Carlos Suero                 -20.388
4759.  B Wheadley                   -20.394
4760.  Jamal Darmadi                -20.396
4761.  Sergio Roitman               -20.397
4762.  Nico Welschen                  -20.4
4763.  Lamar Roemer                   -20.4
4764.  Jim O'Toole                  -20.401
4765.  D Conradie                   -20.402
4766.   Grund                       -20.409
4767.  Bob Perrin                   -20.413
4768.  Alexandre Hocevar            -20.415
4769.  Jordi Mas                    -20.417
4770.  R Vasselin                   -20.421
4771.  Christian Saravia            -20.423
4772.  Andrew Carlson               -20.425
4773.  R Kaplan                     -20.428
4774.  John Bozas                    -20.43
4775.  Rainer Falenti               -20.431
4776.  Christian Hill               -20.432
4777.  Rauty Krog                   -20.433
4778.  Hans Fredborg                -20.436
4779.  Gaurav Natekar               -20.436
4780.  Yuichi Ito                   -20.441
4781.  T McCarthy                   -20.444
4782.  John Hays                    -20.445
4783.  Marcel Van Der Merwe         -20.459
4784.  Jimmy Brown                  -20.462
4785.  Blaz Kavcic                  -20.466
4786.  Darko Bojanovic              -20.466
4787.  D Belesson                   -20.474
4788.  Giuseppe Augello             -20.478
4789.  Jorgen Windahl               -20.491
4790.  Igor Levine                  -20.497
4791.  Jerome Pienaar               -20.499
4792.  Mario Carnevale              -20.506
4793.  Hans Rusli                   -20.516
4794.  Phil Jones                   -20.524
4795.  R Kiesling                   -20.524
4796.  G Marais                     -20.526
4797.  Jean Scuvie                  -20.528
4798.  Rolf Durr                    -20.545
4799.  Ivan Camus                   -20.553
4800.  Patrick Tierro               -20.555
4801.  Gabor Jaross                 -20.562
4802.  A Saywell                    -20.565
4803.  Bidynt Goswami                -20.57
4804.  Richard Bray                 -20.572
4805.  Vittorio Crotta              -20.573
4806.  J Frederick                  -20.585
4807.  Luka Mikrut                  -20.589
4808.  Jaime Collaco                -20.594
4809.  Jay Rubinow                  -20.596
4810.  D Graham                     -20.599
4811.  Igor Tchelychev              -20.601
4812.  Kossi Loglo                  -20.601
4813.  Paul Avis                    -20.606
4814.  Vishnu Vardhan               -20.606
4815.  Enrique Molina               -20.607
4816.  Eugene Mccabe                -20.607
4817.  Matteo Martineau             -20.611
4818.  L Turner                     -20.613
4819.  Scoville Jenkins             -20.625
4820.  Willi Busold                 -20.626
4821.  H Hsu                        -20.627
4822.  Dusan Korac                  -20.628
4823.  Walter Barahona              -20.628
4824.  Raul Contreras               -20.631
4825.  Jason Morton                 -20.633
4826.  Nestor Grammatica            -20.642
4827.  Abdul Hamid Makhkamov        -20.656
4828.  K C Cook                     -20.664
4829.  D Pond                       -20.674
4830.  Ivo Werner                   -20.675
4831.  Fritz Don                    -20.677
4832.  Eberhard Wensky              -20.688
4833.  Joe Mesmer                   -20.695
4834.  Helmuth Rudzinski            -20.704
4835.  David Dinelle                -20.706
4836.  Daniel Masur                 -20.706
4837.  Tomas Fort                   -20.707
4838.  Theodore Sperry              -20.708
4839.  Phuong Van Nguyen            -20.708
4840.  Andy Scheiman                -20.709
4841.  K Reid                        -20.71
4842.  Jerome Seguin                -20.718
4843.  Mensah Gbeboume              -20.725
4844.  Koko Kunkel                  -20.732
4845.  Carlos Schlettwein           -20.737
4846.  Noureddine Mahmoudi          -20.741
4847.  James Couture                -20.746
4848.  Anthony Navarrosa            -20.751
4849.  Robert Layton                -20.765
4850.  Teodoro Gurrea               -20.765
4851.  Sunil Kumar                  -20.768
4852.  Vasilly Kazhera              -20.768
4853.  Yoshimito Miyashita          -20.777
4854.  A Moscoso                    -20.779
4855.  Claudio Dias Conduto         -20.782
4856.  Geoff Harris                 -20.783
4857.  Henry So                     -20.784
4858.  Guillermo Minutella          -20.788
4859.  O Escribano                  -20.791
4860.  Al Bunis                     -20.792
4861.  Ricardo Omana                -20.796
4862.  Francois Synnaeghal          -20.797
4863.  R N Faulkner                   -20.8
4864.  A El Ghani                     -20.8
4865.  L Traut                      -20.808
4866.  Manfred Gastler              -20.808
4867.  T Long                       -20.811
4868.  William Hodson               -20.817
4869.  Neil Broad                   -20.822
4870.  Luis Carlos Enck             -20.828
4871.  Daniel Michalski              -20.83
4872.  Eduardo Soriano              -20.831
4873.  A Jammond                    -20.839
4874.  H Sheridan                    -20.84
4875.  M Bonner                     -20.841
4876.  Ian Middleton                -20.846
4877.  R Naylor                     -20.851
4878.  Riccardo Bellotti            -20.852
4879.  P Colquhoun                  -20.853
4880.  J A Underwood                -20.858
4881.  Charlie Applewhaite          -20.859
4882.  Julio Moros                  -20.863
4883.  Carlos Chavez                -20.878
4884.  B Akbari                     -20.883
4885.  Bob Speicher                 -20.886
4886.  Giambattista Cicivelli       -20.888
4887.  B L Thomas                   -20.889
4888.  Antonio Domenech             -20.889
4889.  Peter Richardson             -20.891
4890.  Marius Tangen                -20.891
4891.  Richard Berner               -20.896
4892.  Adrian Bey                   -20.899
4893.  Ashley Naumann               -20.903
4894.  Gordon Blaylock              -20.907
4895.  Don Bitler                   -20.908
4896.  Mohammed Nazreen Fuzi Nasruddin    -20.912
4897.  Gavin Hogben                 -20.914
4898.  Nick Lee                     -20.916
4899.  M Ellis                      -20.921
4900.  Alex Zakharia                -20.925
4901.  Hector Ortiz                 -20.926
4902.  John Penero                  -20.929
4903.  Heimo Tschernatsch            -20.93
4904.  Gabriel Neascu               -20.934
4905.  Gerardo Clarac               -20.943
4906.  Rob Rippner                  -20.943
4907.  Mads Gottlieb                -20.946
4908.  John Molin                   -20.955
4909.  Jack Tuero                   -20.956
4910.  N Folker                      -20.96
4911.  Kevin Furst                  -20.967
4912.  Bob French                    -20.97
4913.  H Pienaar                    -20.978
4914.  Edgars Manusis               -20.991
4915.  Peter Lund                   -20.997
4916.  H Gais                       -20.997
4917.  Phivos Zachariades           -20.997
4918.  Shendrit Deari               -20.997
4919.  M Rana                       -21.002
4920.  U Bighini                    -21.005
4921.  John Trauth                   -21.01
4922.  Peter Bendall                -21.013
4923.  V Bercham                    -21.022
4924.  Martin Rmus                  -21.022
4925.  William Kirkman              -21.023
4926.   Nocentini                   -21.031
4927.  Steve Woodley                -21.031
4928.  Jose Maria Minguella         -21.034
4929.  Antoine Breikeh              -21.035
4930.  Gordon Sawyer                 -21.04
4931.  Daniele Balducci             -21.043
4932.  George Loffhagen             -21.049
4933.  Juan Arredondo               -21.051
4934.  Jerry Williams               -21.052
4935.  Byron Humphrey               -21.056
4936.  Minjong Park                 -21.057
4937.  Hector Moretti               -21.062
4938.  James Cameron                -21.074
4939.  Peter Macdonald              -21.077
4940.  Gaetano Scagnolari           -21.079
4941.  Alan Frost                    -21.08
4942.  Bob Goldbeck                  -21.08
4943.  Raul Garcia                  -21.083
4944.  Marwan Zewar                 -21.084
4945.   Ganguelin                   -21.085
4946.  Frits Luyk                   -21.086
4947.  Andrei Soltoianu             -21.086
4948.  Erik Chvojka                  -21.09
4949.  Rowland Fellows              -21.093
4950.  Andre Lopes                  -21.094
4951.  Terry Saunders                 -21.1
4952.  Robert Mcivor                -21.104
4953.  Paul Kilderry                -21.105
4954.  Luigi Compagna               -21.107
4955.  Michael Mitchell             -21.107
4956.  M Harrison                   -21.112
4957.  Uli Heyne                    -21.115
4958.  A Chappell                   -21.117
4959.  Sebastian Soresini           -21.118
4960.  Juan Figueroa                -21.121
4961.  Phil Meyer                   -21.125
4962.  Marek Marksoo                -21.127
4963.  Roselle Nilo Natividad        -21.13
4964.  Frank Barrett                -21.132
4965.  Ramon Gallardo               -21.136
4966.  Patrick Flynn                -21.138
4967.  Hans Docher                   -21.14
4968.  Bob Mcguire                  -21.147
4969.  G Young                      -21.148
4970.  Edouardo Prada                -21.15
4971.  Ernesto Rios                  -21.15
4972.   Belzunce                     -21.15
4973.  P Coyle                       -21.15
4974.  B Moran                       -21.15
4975.  B Sweeney                     -21.15
4976.  D Tomlinson                   -21.15
4977.  Abdullah Al Khalil            -21.15
4978.  Tawfik Al Ibrahim             -21.15
4979.  Matavao Fanguna               -21.15
4980.  Ljuben Vodeb                 -21.157
4981.  Tony Goold                   -21.161
4982.  Ricardo Narcio               -21.163
4983.  Dennis Kylur                 -21.164
4984.  Joseph Mateo                 -21.166
4985.  Reed Cordish                 -21.166
4986.  Don Fahrney                  -21.174
4987.  I Kuba                       -21.176
4988.  Hei Yin Andrew Li            -21.183
4989.  Reg Trevaskis                -21.185
4990.  Nur Gurak                    -21.185
4991.  Dick Peters                  -21.186
4992.  Hugh Tierney                 -21.186
4993.  David Wright                 -21.189
4994.  P Gorostiaga                 -21.189
4995.  Delmas Ntcha                 -21.195
4996.  Greg Shave                   -21.197
4997.  Nicholas Campbell            -21.202
4998.  U Tatarelli                  -21.204
4999.  Robert Dickerson             -21.204
5000.  Phil Scanlon                 -21.205
5001.  Jeff Edwards                 -21.206
5002.  C Whittle                    -21.207
5003.  Pit Omaley                   -21.212
5004.  Hank Scoble                  -21.213
5005.  Phil Brooks                  -21.215
5006.  Ee Wei Tan                   -21.215
5007.  Jose L Asensio               -21.216
5008.  Djordje Djuranovic           -21.216
5009.  Don Mays                     -21.217
5010.  Ichiro Nakanishi             -21.218
5011.  Nour Nehme                   -21.223
5012.  Peter Mcpherson              -21.225
5013.  Wilfredo Henry Torriente     -21.228
5014.  Ismail Sauce                 -21.229
5015.  Basil Bucknell               -21.242
5016.  Ivon Savy                    -21.243
5017.  Roger Ashcroft               -21.244
5018.  Nik Razborsek                -21.246
5019.  Peter Daub                   -21.248
5020.  Hamza Karmoussi              -21.251
5021.  Andres Molteni               -21.256
5022.  Les Bourne                   -21.257
5023.  P Frymann                    -21.267
5024.  Lucas Andriamasilalao        -21.271
5025.  Morton Stern                 -21.272
5026.  Hernando Leguizamon          -21.273
5027.  Danny Beukes                 -21.275
5028.  Mahmoud Nader Al Baloushi    -21.278
5029.  T Ellis                      -21.279
5030.  Barunur Rashid Bhuiyan       -21.281
5031.  George Czuczka               -21.284
5032.  J Green                      -21.284
5033.  Anatol Navrotchi             -21.286
5034.  Jeff Brown                   -21.287
5035.  Bert Van Slooten             -21.288
5036.  Fred Martin                  -21.288
5037.  Tetsuya Sato                 -21.296
5038.  Terry Whelpton               -21.297
5039.  Gaston Escofet               -21.307
5040.  O J Oosthuysen               -21.314
5041.  Peter Bartkowicz             -21.315
5042.  Dale Leprevost               -21.316
5043.  Ross Hewitt                  -21.317
5044.  Donald Sea                   -21.323
5045.  Roberto Matteoli             -21.333
5046.  D Carswell                   -21.338
5047.  Mohammed Rahizam Abdul Rahim     -21.34
5048.  Conrad Hamilton              -21.341
5049.  Eddy Gonzalez Gonzalez       -21.343
5050.  Wataru Fujii                 -21.349
5051.  Ron Fick                     -21.351
5052.  A Lautenschlager             -21.355
5053.  Philip Riise Hansen           -21.38
5054.  George Kesel                 -21.386
5055.  Inam Ul Haq                  -21.386
5056.  R Frost                      -21.393
5057.  Scott Bristol                -21.398
5058.  Sammy Giammalva                -21.4
5059.  Joseph Offenheim             -21.405
5060.  A Hill                       -21.406
5061.  William Willerson            -21.407
5062.  Steve Wedderburn             -21.416
5063.  N Wynward                    -21.424
5064.  Saba Purtseladze             -21.429
5065.  Paul Barth                   -21.436
5066.  Peter Smith                  -21.436
5067.  F Starbuck                   -21.438
5068.  James Shaffer                -21.439
5069.  Oscar Rodriguez Sanchez      -21.449
5070.  Ivan Cerovic                 -21.453
5071.  Martin Venning               -21.458
5072.  Roland Stiegler              -21.459
5073.  Tom Simpkins                  -21.47
5074.  Hernando Jose Escurra Isnardi    -21.471
5075.  Reid Robson                  -21.475
5076.  Pavel Chekhov                -21.478
5077.  Samir Farid                   -21.48
5078.  Marcos Lee Chan Baratau      -21.488
5079.  Don Hodgskins                -21.492
5080.  David Cardoza                -21.498
5081.  Rameez Junaid                -21.499
5082.  Moussa Said                  -21.513
5083.  Stefano Mezzadri             -21.515
5084.  Bruce Steel                   -21.52
5085.  Alejandro Pierola            -21.524
5086.  Scott Barksdale              -21.527
5087.  Waldemar Timm                -21.546
5088.  Mario Alberto Cayo           -21.554
5089.  Vjeran Friscic               -21.555
5090.  Herbert Schmidt              -21.557
5091.  Fabian Barriola              -21.561
5092.  Phil Gunning                 -21.568
5093.  T Ayling                     -21.571
5094.  R Speeny                     -21.577
5095.  Laurie Strong                -21.578
5096.  Nunil Velasco                -21.583
5097.  Ny Hy                        -21.584
5098.  Pablo Bianchi                -21.585
5099.  Gaetano Mele                 -21.586
5100.  Christian Hohnhold           -21.594
5101.  Jason Smith                  -21.597
5102.  Fouad Kamel Boudjemline      -21.599
5103.  Alvaro Garron                  -21.6
5104.  Shinichi Nishino             -21.605
5105.  Dave Barton                  -21.616
5106.  Doug Rees                    -21.618
5107.  U Timm                       -21.623
5108.  Takeshi Murakami             -21.631
5109.  Henry Searle                 -21.631
5110.  Barry Butcher                -21.632
5111.  Tom Frisher                  -21.639
5112.  David Marrero                -21.639
5113.  Vadim Davletshin             -21.641
5114.  Bernabe Zapata Miralles      -21.641
5115.  Tomas Jaci                   -21.645
