Rank  Name                    Rating
1162.  Khaled Ashkanani              36.567
1163.  Peter Gojowczyk               36.545
1164.  Geoff Grant                   36.496
1165.  Jean Jacques Kouassi           36.46
1166.  Marsel Ilhan                  36.236
1167.  Axel Pretzsch                 36.133
1168.  Claudio Mezzadri              36.131
1169.  Tony Lloyd                    36.023
1170.  Charlie Shaw                  35.964
1171.  Victor Egorov                   35.9
1172.  Jorge Aguilar                 35.886
1173.  Jeff Morrison                 35.879
1174.  Felicisimo Ampon              35.791
1175.  Markus Hantschk               35.778
1176.  Ivo Karlovic                  35.695
1177.  Jean Yves Job                 35.576
1178.  Miguel Olvera                 35.525
1179.  Stojan Velev                   35.49
1180.  Michal Mertinak               35.481
1181.  Austin Krajicek               35.471
1182.  Luis Manuel Flores            35.464
1183.  Anatoli Volkov                35.425
1184.  Roberto Carretero             35.362
1185.  Mohammed Chinois El Achraoui      35.35
1186.  Florian Mayer                 35.284
1187.  Jan Michael Gambill           35.254
1188.  Mark Kaplan                   35.183
1189.  Keith Hancock                 35.174
1190.  Treat Conrad Huey             35.102
1191.  Mostafa Saleh                 35.024
1192.  Eduardo Velez                 35.007
1193.  Marcio Carlsson               34.918
1194.  U Montona                     34.878
1195.  Coleman Wong                  34.864
1196.  Filip Cristian Jianu          34.824
1197.  William Higgins                34.82
1198.  Zeljko Tosic                  34.794
1199.  Marinko Matosevic             34.749
1200.  Daniel Vallejo                34.749
1201.  Francisco Maciel              34.731
1202.  Christo Steyn                 34.709
1203.  Richard Russell               34.612
1204.  Mehl Ampon                    34.593
1205.  Nicolas Thomann               34.548
1206.  Frederik Fetterlein           34.523
1207.  Jonathan Chu                   34.45
1208.  Donald Johnson                34.349
1209.  Jean Francois Bachelot        34.312
1210.  Roger Rasheed                 34.275
1211.  Jose Edison Mandarino         34.188
1212.  Colin Stubs                   34.129
1213.  Chuck Darley                  34.098
1214.  Alex Radulescu                34.031
1215.  Simone Vagnozzi               33.982
1216.  Sun Yong Kim Jr                33.96
1217.  Tim Wilkison                  33.935
1218.  Simon Stadler                 33.827
1219.  Jean Jacques Rakotohasy       33.787
1220.  Amir Hadad                    33.784
1221.  Jahanbakhsh Souri             33.723
1222.  Jae Sung An                   33.644
1223.  Yemisi Allan                   33.61
1224.  Mohamed Dlimi                 33.605
1225.  Ruslon Rainov                 33.591
1226.  Jan Willem Lodder             33.499
1227.  Christoph Meyer               33.466
1228.  Corrado Borroni               33.449
1229.  Hans Joachim Ploetz           33.408
1230.  Peter Elter                   33.283
1231.  Ingo Buding                   33.233
1232.  Albert Portas                 33.198
1233.  Craig Wittus                  33.052
1234.  Colin Robertson               33.029
1235.  Jerome Kym                    32.978
1236.  Pancho Segura                 32.964
1237.  Marcelo Saliola               32.907
1238.  Sam Warburg                   32.888
1239.  Tony Richey                   32.802
1240.  Michael Walker                32.654
1241.  Benjamin Lock                 32.652
1242.  Steve Avoyer                  32.621
1243.  Jean Baptiste Chanfreau       32.618
1244.  Roger Cooper                  32.509
1245.  Ernesto Aguirre                 32.5
1246.  Dimitri Mazur                 32.435
1247.  Raven Klaasen                 32.385
1248.  Julian Krinsky                32.284
1249.  Taghi Akbari                  32.226
1250.  Gyorgy Balazs                 32.207
1251.  Benjamin Balleret             32.204
1252.  Robbie Weiss                  32.167
1253.  Mark Koevermans               32.156
1254.  Adam Skrzypczak               32.138
1255.  Ed Grubb                      31.955
1256.  Jurabek Karimov               31.877
1257.  Islam Ul Haq                  31.862
1258.  Tomas Nydahl                  31.785
1259.  Andrei Luzgin                 31.765
1260.  Michal Gawlowski              31.756
1261.  Warren Maher                  31.737
1262.  Stephane Simian               31.524
1263.  Santiago Giraldo              31.508
1264.  Vincent Spadea                31.404
1265.  Richard Meyer                 31.319
1266.  Wei You                       31.263
1267.  Joey Blake                    31.247
1268.  Francis Casey Alcantara       31.182
1269.  Harald Theissen               31.177
1270.  Wayne Hearn                   31.162
1271.  Girts Dzelde                  31.138
1272.  Carlos Avellan                31.127
1273.  Matej Dodig                   31.064
1274.  Vincenzo Franchitti           31.046
1275.  Krystian Pfeiffer             31.041
1276.  Shahab Hassani Nafez          31.028
1277.  Carlos Castellan              30.828
1278.  Chris Eaton                   30.672
1279.  Mel Purcell                   30.668
1280.  Galo Blanco                   30.591
1281.  Brad Rowe                     30.554
1282.  Tom Cain                      30.535
1283.  Inigo Cervantes Huegun        30.496
1284.  August Holmgren               30.445
1285.  Glenn Michibata               30.429
1286.  Dong Wook Song                30.405
1287.  Clive Brebnor                 30.298
1288.  Michel Borfiga                30.178
1289.  Stephan Rhode                  29.87
1290.  Michael Chang                 29.844
1291.  Keith Nielsen                 29.762
1292.  Rejean Genois                 29.736
1293.  William Durham                 29.71
1294.  Gustavo Kuerten               29.694
1295.  Mike Brunnberg                29.569
1296.  Jonas Froberg                 29.335
1297.  Manuel Guinard                29.291
1298.  Boo Kil Choi                  29.261
1299.  Christoph Zipf                29.132
1300.  Donald Watt                   29.082
1301.  Jurgen Zopp                   29.064
1302.  Iztok Bozic                   29.032
1303.  Jim Hobson                     28.95
1304.  Renzo Olivo                   28.942
1305.  Dick Norman                   28.916
1306.  Cassio Motta                  28.746
1307.  Rashid Malik                  28.734
1308.  Demetris Azoides              28.689
1309.  Aly El Dawoudi                28.687
1310.  Alfonso Ochoa                 28.638
1311.  Florent Serra                 28.532
1312.  John Mcgrath                  28.524
1313.  Thomas Schoorel               28.483
1314.  Lukas Dlouhy                  28.414
1315.  Mark Edmondson                28.299
1316.  Ruan Kruger                   28.273
1317.  Aaron Krickstein               28.25
1318.  Norman Holmes                 28.156
1319.  Roberto Marcora               28.124
1320.  Matteo Donati                 28.055
1321.  Shamil Tarpischev             28.007
1322.  Lukas Pokorny                 27.991
1323.  German Lopez                   27.98
1324.  Tobias Clemens                27.856
1325.  Syd Ball                      27.817
1326.  Diego Hartfield               27.735
1327.  Diego Perez                    27.68
1328.  Brian Page                    27.512
1329.  Rolandas Murashka             27.458
1330.  Martin Wostenholme             27.43
1331.  Jean Rene Lisnard             27.425
1332.  Mitchell Krueger              27.356
1333.  Randy Crawford                27.313
1334.  Alexander Bury                27.166
1335.  Patrik Rosenholm              27.069
1336.  Stefan Hermann                 26.95
1337.  Roberto Chavez                26.935
1338.  Attila Korpas                 26.922
1339.  Dale Houston                  26.881
1340.  Andres Donnadieu              26.862
1341.  Florin Mergea                 26.805
1342.  Juan Torralbo                 26.749
1343.  Andrei Merinov                26.747
1344.  Gerald Mild                   26.685
1345.  Mik Ledvonova                 26.666
1346.  Alberto Jimenez                26.64
1347.  Renzo Furlan                  26.618
1348.  Hamilton Richardson           26.566
1349.  Adam Thompson                   26.5
1350.  Mark Petchey                  26.209
1351.  Duje Ajdukovic                26.148
1352.  Nicolas Kicker                26.047
1353.  Andrey Golubev                25.959
1354.  Christophe Roger-Vasselin     25.938
1355.  Joseph Sirianni               25.874
1356.  John Fraser                   25.872
1357.  Brian Garrow                  25.859
1358.  George Amaya                  25.827
1359.  John Gardner                  25.767
1360.  Nicolas Kischkewitz            25.73
1361.  Henry Ladyman                 25.708
1362.  Adolfo Gonzalez               25.692
1363.  Patrick Baur                  25.644
1364.  Edison Mandarino              25.608
1365.  Mikael Torpegaard             25.564
1366.  Mathieu Rodrigues             25.549
1367.  Thomas Yaka Kofi Setodji      25.535
1368.  Carl Axel Hageskog            25.498
1369.  Dmitri Tomashevich            25.463
1370.  Ricardo Mena                  25.453
1371.  Andrei Karatchenia             25.45
1372.  Justedjo Tarik                25.387
1373.  Pedja Krstin                  25.371
1374.  Mike Myburg                   25.347
1375.  Michael Sell                  25.343
1376.  Marc Andrea Huesler           25.304
1377.  S Viljoen                     25.299
1378.  B Newman                      25.292
1379.  Vadim Kutsenko                25.288
1380.  Teymuraz Gabashvili           25.254
1381.  Allan McDonald                25.253
1382.  Francisco Montana             25.191
1383.  Francois Van Der Merwe        25.168
1384.  Gene Russo                    25.132
1385.  Heiner Moraing                25.106
1386.  Jim Grabb                     25.004
1387.  Thomaz Bellucci                24.94
1388.  Mariano Hood                  24.905
1389.  Martin Hipp                   24.889
1390.  Finn Christensen              24.848
1391.  Lovro Zovko                   24.821
1392.  Peter Doerner                 24.778
1393.  Jan Kroslak                   24.768
1394.  Marco Osorio                  24.763
1395.  Charlie Fancutt               24.727
1396.  Gary Muller                   24.647
1397.  Libor Nemecek                 24.639
1398.  Ergi Kirkin                   24.626
1399.  Andis Juska                   24.598
1400.  Nicolas Alvarez               24.561
1401.  Malek Jaziri                  24.495
1402.  David Prinosil                24.493
1403.  Antonio Solana                24.481
1404.  Koji Watanabe                 24.463
1405.  Greg Van Emburgh              24.439
1406.  Sasa Hirszon                  24.426
1407.  Bill Carroll                  24.397
1408.  Frank Froehling               24.393
1409.  Todd Nelson                   24.389
1410.  Grzegorz Panfil               24.377
1411.  Eleazar Davidman              24.352
1412.  John Doran                    24.326
1413.  Karsten Schulz                24.275
1414.  Jacob Fearnley                 24.16
1415.  Javier Molina                 24.078
1416.  Bob Carmichael                23.924
1417.  Marcus Willis                 23.893
1418.  Tatsuma Ito                    23.88
1419.  Kenny De Schepper             23.797
1420.  Radoslav Lukaev               23.753
1421.  Rodrigo Rafael                23.704
1422.  Roland Stadler                23.694
1423.  Alex Knaff                    23.658
1424.  Ezio Di Matteo                23.572
1425.  Norbert Gombos                23.526
1426.  Ryan Moore                    23.515
1427.  Antonio Barranco              23.369
1428.  Gianluca Pozzi                23.329
1429.  Tapio Jokinen                 23.319
1430.  Eduardo Nicolas               23.307
1431.  John Yuill                    23.289
1432.  Yasutaka Uchiyama             23.279
1433.  Frederic Niemeyer              23.17
1434.  Pancho Musalem                23.116
1435.  Diogo Rocha                    23.09
1436.  Martin Sayer                  23.072
1437.  Cliff Skakle                  23.071
1438.  Sergio Casal                   23.07
1439.  Travis Rettenmaier             23.06
1440.  Gordon Jones                  23.054
1441.  Aristotelis Thanos            23.054
1442.  Emanuel Couto                 23.028
1443.  Andrea Stoppini               23.025
1444.  Dave Shibley                  22.931
1445.  Y Wang                        22.889
1446.  Farhad Tadayon                 22.87
1447.  Luke Smith                    22.838
1448.  Andrew Richardson              22.82
1449.  Zoran Sevcenko                22.804
1450.  Josef Cihak                   22.791
1451.  Ray Ruffels                    22.79
1452.  Wishaya Trongcharoenchaikul     22.783
1453.  Alexander Ritschard           22.709
1454.  Denis Kudla                   22.679
1455.  Dale Collings                 22.673
1456.  Philip Holton                 22.664
1457.  Dominik Guido Utzinger        22.651
1458.  Greg Hilley                   22.621
1459.  Chris Garner                  22.604
1460.  Caio Zampieri                 22.599
1461.  Jim Delaney                   22.579
1462.  Diego Veronelli                22.55
1463.  Denis Gremelmayr              22.533
1464.  Kenichi Hirai                  22.53
1465.  Eddie Edwards                 22.429
1466.  Pierre Bouteyre               22.416
1467.  Branislav Galik               22.412
1468.  Ralph Sender                  22.402
1469.  Lukas Neumayer                 22.37
1470.  Yan Bai                       22.333
1471.  Luis Diego Chavez Villalpando     22.282
1472.  Luis Felipe Noriega           22.227
1473.  Daniel Orsanic                22.084
1474.  Dominik Meffert                22.01
1475.  Oliver Fernandez              21.906
1476.  Americo Venero Montes         21.905
1477.  Richard Gallien               21.882
1478.  Gonzalo Escobar               21.869
1479.  Ruben Porges                  21.833
1480.  Neville Godwin                21.748
1481.  Nicolas Moreno De Alboran     21.716
1482.  Christian Garay               21.689
1483.  Jacopo Berrettini             21.673
1484.  Christian Camradt             21.668
1485.  Max Wunschig                  21.639
1486.  Miguel Angel Reyes Varela     21.611
1487.  Vasilis Mazarakis             21.577
1488.  Fernando Vasquez               21.52
1489.  Miguel Angel Lopez Jaen       21.518
1490.  Nicolas Renavand              21.482
1491.  Ray Keldie                    21.472
1492.  Clement Reix                  21.464
1493.  Jack Loutit                    21.43
1494.  Hans Nerell                   21.417
1495.  Daniel Moreau                 21.414
1496.  Hans Podlipnik Castillo       21.278
1497.  Tanakorn Srichaphan           21.208
1498.  Matias Silva                  21.195
1499.  Simon Shen                    21.163
1500.  Ari Fahresi                    21.15
1501.  Gaston Gaudio                 21.134
1502.  Wei Ju Chen                   21.046
1503.  Matt Klinger                  21.022
1504.  Bruno Abdel Nour              21.013
1505.  Kimmo Hurme                   21.007
1506.  Chris Brandi                  20.969
1507.  Martin Spottl                 20.911
1508.  Yanaki Milev                  20.876
1509.  Aissa Benchakroun             20.812
1510.  Terence Atmane                20.764
1511.  Gary Hippenstiel              20.762
1512.  Mischa Zverev                 20.758
1513.  Chieh Fu Wang                 20.733
1514.  Kasper Warming                20.718
1515.  Bill Strei                    20.704
1516.  Baris Ergun                   20.669
1517.  Hyun Joon Kim                 20.664
1518.  Ulf Eriksson                  20.658
1519.  Zan Guerry                    20.637
1520.  Chris Kachel                  20.619
1521.  Thierry Bernasconi            20.608
1522.  Jack Waltz                    20.582
1523.  Markos Kalovelonis             20.54
1524.  Mitsuru Motoi                 20.494
1525.  Lester Sack                   20.477
1526.  Si Bruce Li                    20.46
1527.  Kornel Bardoczky              20.456
1528.  Damir Dzumhur                 20.445
1529.  Wei Yu Su                     20.441
1530.  Evgeny Donskoy                20.394
1531.  Mohammed Reza Tavakoli          20.3
1532.  Lan Bale                      20.273
1533.  Arklon Huertas Del Pino       20.237
1534.  Matija Pecotic                20.234
1535.  Jose Bernard                  20.168
1536.  Julien Varlet                 20.096
1537.  Reinhard Pieper                 20.0
1538.  Weng Wah Chow                   20.0
1539.  Freddy Winckelmann              20.0
1540.  Altaf Hussain                   20.0
1541.  Mauricio Posso                  20.0
1542.  Joakim Berner                   20.0
1543.  Joao Guedes                     20.0
1544.  Ka Vhei Kam                     20.0
1545.  Bernard Frost                   20.0
1546.  Laith Azzouni                   20.0
1547.  Renouk Wijemanne                20.0
1548.  Arthur Konan                    20.0
1549.  Matija Zgaga                    20.0
1550.  Michael Mora                    20.0
1551.  Martin Stiegwardt               20.0
1552.  Pau Gerbaud Farras              20.0
1553.  Laurent Hild                    20.0
1554.  Leonardo Kirche                 20.0
1555.  Juan Lorenzo Gonzalez           20.0
1556.  Faisal Aidil                    20.0
1557.  Soong Jae Cho                   20.0
1558.  Coenie Van Wyk                  20.0
1559.  Andre Gaspar Murta              20.0
1560.  Ayoub Chakrouni                 20.0
1561.  Aljaz Radinski                  20.0
1562.  Cristian Rodriguez              20.0
1563.  Skyler Butts                    20.0
1564.  Sarp Agabigun                   20.0
1565.  Edris Fetisleam                 20.0
1566.  Luis Carlos Alvarez Valdes       20.0
1567.  Sylvestre Monnou                20.0
1568.  Conner Huertas Del Pino         20.0
1569.  Freddy Murray                   20.0
1570.  Digvijaypratap Singh            20.0
1571.  Mustapha El Natour              20.0
1572.  Johannes Seeman                 20.0
1573.  Raphael Calzi                   20.0
1574.  Martyn Pawelski                 20.0
1575.  Iliyan Radulov                  20.0
1576.  Boris Arias                     20.0
1577.  Benedict Badza                  20.0
1578.  Steve Guy                     19.948
1579.  Salvador Navarro              19.938
1580.  Dumitru Viziru                19.881
1581.  Gabriel Auroux                 19.86
1582.  Athanasios Anastopoulos       19.835
1583.  Bojan Vujic                   19.794
1584.  Remy Bertola                  19.746
1585.  Andy Brothers                 19.742
1586.  Walid Jallali                 19.729
1587.  Josef Brabenec                19.726
1588.  Ali Hamadeh                   19.702
1589.  Michael Ray Pallares Gonzalez     19.675
1590.  Geoff Sara                    19.607
1591.  Bertalan Csoknyai             19.603
1592.  Pieter Burki                  19.579
1593.  Andy Kohlberg                 19.566
1594.  Oh Hee Kwon                   19.554
1595.  Mohammad Hossein Akbari       19.552
1596.  Gary Penberthy                19.397
1597.  Bob Dow                       19.352
1598.  Bill Behrens                  19.305
1599.  Kent Kinnear                   19.28
1600.  Carl Limberger                19.275
1601.  Clive Wilson                  19.237
1602.  Federico Browne               19.195
1603.  Mantas Bugailiskis            19.182
1604.  Juan Nunez                     19.13
1605.  Victor Romero                 19.116
1606.  Tayyab Iftikhar                 19.1
1607.  Julian Mayers                 19.092
1608.  Raviv Weidenfeld              19.089
1609.  Giles Hussey                  19.062
1610.  Ioannis Xilas                 19.059
1611.  Premjit Lall                  19.012
1612.  Anthony Jackie Tang           18.976
1613.  Luciano Cuneo                 18.967
1614.  Yanquiel Medina Sobrino       18.967
1615.  Bassel Rahmy                  18.963
1616.  Helge Rosjo                   18.958
1617.  Alline An Ly                  18.949
1618.  Ismail Majeed                 18.909
1619.  Carlos Palencia               18.902
1620.  Niki Kaliyanda Poonacha       18.888
1621.  Usman Rahim                   18.887
1622.  Dmitro Tolok                  18.882
1623.  Kevin Kung                     18.87
1624.  Marc Vilanova                 18.853
1625.  Bobby Banck                   18.851
1626.  Saeid Ahmadvand                18.85
1627.  Nicolas Xiviller              18.845
1628.  Enrique Olivares              18.844
1629.  Ponkaphan Phisaimongket        18.82
1630.  Mohamed Wafa                  18.815
1631.  Tomas Rodriguez Sanchez       18.814
1632.  Antonio Del Rosario           18.808
1633.  Marcelo Melo                  18.807
1634.  Rodrigo Rappaccioli           18.807
1635.  Mazen Osama                   18.806
1636.  Nicola Spear                  18.794
1637.  Diego Fernandez Flores        18.781
1638.  Daniel Langre                 18.738
1639.  Guillermo Carter              18.718
1640.  Daniel Llarenas               18.714
1641.  Rodolphe Cadart               18.706
1642.  Nutthanon Kadchapanan         18.696
1643.  Paul Bailey                   18.689
1644.  Luis Lobo                     18.686
1645.  Paul Jubb                     18.676
1646.  Eric Sherbeck                 18.641
1647.  Esam Abdulaal                 18.639
1648.  Nikola Cacic                  18.638
1649.  Rabie Chaki                   18.602
1650.  Brian Hung                    18.543
1651.  Audun Jensen                  18.515
1652.  Pascal Deniau                 18.413
1653.  Piet Snyman                   18.397
1654.  Tristan Lamasine              18.355
1655.  Milen Yanakiev                18.322
1656.  Omar Pabst                    18.258
1657.  Robin Vik                     18.258
1658.  Jan Van Langendonck           18.227
1659.  Yuttana Charoenphon           18.225
1660.  Reinhard Mattern              18.156
1661.  Kalle Flygt                   18.114
1662.  Jose Benitez                  18.097
1663.  S Johansson                    18.04
1664.  Philippe Pech                 18.021
1665.  Leos Friedl                   17.988
1666.  Warren Farmer                 17.971
1667.  Milen Velev                   17.942
1668.  Michael Lai                   17.905
1669.  Mohamed Ridaoui               17.872
1670.  Taras Beiko                   17.863
1671.  David Mustard                 17.826
1672.  Jose Manuel Dominguez         17.806
1673.  Brad Guan                      17.79
1674.  Gouichi Motomura               17.79
1675.  Rolf Harms                    17.766
1676.  Yassine Idmbarek              17.748
1677.  Tony Pospisil                  17.72
1678.  Siu Fai Kelvin Lam            17.712
1679.  Broderick Dyke                17.675
1680.  Jeff Davis                     17.67
1681.  Brian Cheney                  17.634
1682.  Jimmy Moore                   17.614
1683.  Liova Ayite Ajavon            17.591
1684.  Mauricio Echazu               17.528
1685.  Van Thanh Nguyen              17.526
1686.  Eric Wilborts                 17.518
1687.  Rogelio Siller                17.509
1688.  Jay Lapidus                   17.504
1689.  Santiago Gonzalez             17.491
1690.  Klaus Oberparleiter           17.477
1691.  Michael Berrer                17.459
1692.  Reginald Bennett              17.381
1693.  Brian White                   17.359
1694.  Abdullah Maqdas               17.349
1695.  Wesley Whitehouse             17.324
1696.  Miguel Merz                   17.298
1697.  Leandro Riedi                 17.278
1698.  S Fine                        17.255
1699.  R W Davies                    17.194
1700.  Thierry Champion              17.171
1701.  Fritz Wolmarans               17.096
1702.  Bogdan Borza                  17.051
1703.  Matwe Middelkoop              16.979
1704.  Muhammad Khaliq Siddiq        16.968
1705.  William Lock                  16.938
1706.  Sergio Ribeiro                16.934
1707.  Peter Popovic                 16.912
1708.  Jim Corn                      16.879
1709.  Roland So                     16.874
1710.  Pierre Darmon                 16.873
1711.  Jean Baptiste Perlant         16.863
1712.  Albert Gaertner               16.862
1713.  Ian Bidmeade                  16.836
1714.  Bill Barber                   16.828
1715.  Syrym Abdukhalikov            16.827
1716.  Benjamin Becker               16.763
1717.  Stephane Robert               16.718
1718.  Armand Molino                 16.701
1719.  Farshad Talavar                16.69
1720.  Haibibi Bouchaib              16.674
1721.  Matt Mitchell                 16.645
1722.  Asiri Iddamalgoda             16.633
1723.  Devin Mullings                 16.63
1724.  Marat Deviatiarov             16.548
1725.  Seung Ho Ji                   16.536
1726.  Bill Demas                    16.522
1727.  Ichizo Konishi                16.495
1728.  Libor Pimek                    16.46
1729.  Barry Mackay                  16.446
1730.  Lawrence Hall                 16.386
1731.  West Nott                     16.334
1732.  Hugo Chapacu                  16.329
1733.  Lasith Dissanayake            16.312
1734.  Borut Skulj                   16.304
1735.  Peter Rigg                    16.278
1736.  Marc Gicquel                  16.246
1737.  Davide Scala                  16.208
1738.  Eddie Cruz                    16.207
1739.  Gustavo Marcaccio             16.202
1740.  Dominic Durand                16.197
1741.  Joern Renzenbrink             16.103
1742.  Kurt Ring                     16.085
1743.  John Picken                   16.062
1744.  Reginald Willems              16.061
1745.  Juan Hernandez                16.056
1746.  Bob Potthast                  16.032
1747.  F Egyir                       16.029
1748.  Chip Fisher                   15.989
1749.  Michael Robertson             15.971
1750.  Younes Rachidi                15.896
1751.  Bernard Paul                  15.889
1752.  Duck Hee Lee                  15.853
1753.  Jurek Stasiak                 15.818
1754.  Juan Giner                    15.789
1755.  Jannie De Villiers            15.788
1756.  Ricardo Aubone                15.765
1757.  Paul Hearnden                 15.763
1758.  Youssef Hossam                15.744
1759.  Peter Smylie                  15.718
1760.  J Pugh                        15.649
1761.  Don Thompson                  15.646
1762.  Sochio Kato                   15.607
1763.  Ilou Lonfo                    15.598
1764.  Arjun Fernando                 15.56
1765.  Rick Meyers                   15.551
1766.  Tintus Arianto Wibowo         15.547
1767.  Luis Herrera                  15.532
1768.  Dick Stradmeijer              15.527
1769.  Nicolas Romero                15.503
1770.  Yildirak Das                  15.482
1771.  Gastao Elias                  15.473
1772.  Jad Ayoub                     15.414
1773.  Alejandro Gomez Gb42          15.358
1774.  Chris Mayotte                 15.339
1775.  Alun Jones                    15.338
1776.  Peter Van Lingen              15.329
1777.  Andres Andrade                 15.29
1778.  Zoran Petkovic                15.274
1779.  Massimo Calvelli              15.255
1780.  Stefano Ianni                  15.24
1781.  Andreas Seppi                 15.223
1782.  Mats Moraing                  15.203
1783.  Alberto Riba                  15.143
1784.  George Mcgill                 15.105
1785.  Mirza Basic                   15.098
1786.  Paul Vojtischek               14.967
1787.  Jorgen Ulrich                 14.958
1788.  James Sekulov                  14.93
1789.  Rok Jarc                      14.928
1790.  Gunther Bosch                 14.901
1791.  Harry Bourchier               14.883
1792.  Jens Peter                    14.807
1793.  Thomas Heyerdahl              14.746
1794.  Kaichi Uchida                 14.643
1795.  Rhett Purcell                 14.578
1796.  Isaac Tetteh Quaye            14.549
1797.  Gregory Carraz                14.545
1798.  Nir Welgreen                  14.526
1799.  Christophe Casa               14.515
1800.  Hisham Hemeda                 14.511
1801.  Filippo Veglio                 14.48
1802.  Nduka Odizor                  14.455
1803.  Axel Michon                   14.438
1804.  Siebe Huizinga                 14.41
1805.  Aleksandar Kovacevic          14.353
1806.  A J Gould                      14.34
1807.  Ramiro Benavides              14.306
1808.  Charles White                 14.278
1809.  U Hoigshoidt                  14.248
1810.  Anton Tsymbalov               14.189
1811.  Serge Brueck                  14.186
1812.  Hachiro Shibata               14.149
1813.  David Caballero               14.052
1814.  Flavio Mazzocchi              14.042
1815.  Steven Downs                  14.028
1816.  David Katcharava              13.965
1817.  Fernando Soler                13.935
1818.  Alvaro Raposo De Oliveira     13.897
1819.  Welry Fritz                   13.816
1820.  Frantisek Pala                13.758
1821.  Jorge Brian Panta Herreros     13.748
1822.  Tom Karp                      13.746
1823.  Andrew Harris                 13.726
1824.  Kerneels Kasch                13.669
1825.  Alexander Popp                13.659
1826.  E Morales                     13.656
1827.  Mike Crane                     13.65
1828.  Bob Stuckert                   13.65
1829.  Christopher Diaz Figueroa     13.619
1830.  Gerardo Mirad                 13.609
1831.  Michael Wayman                13.596
1832.  Franco Ferreiro               13.537
1833.  Rodney Kop                    13.508
1834.  Austen Childs                 13.493
1835.  Brian Bowman                  13.491
1836.  David Egdes                   13.489
1837.  Sean Brawley                  13.475
1838.  Hajime Nihonmatsu             13.457
1839.  Ron Van Gelder                13.442
1840.  Richard Coulthard             13.428
1841.  Jaidip Mukerjea               13.407
1842.  Attila Savolt                 13.378
1843.  Lars Koslowski                13.361
1844.  German Puentes                13.274
1845.  Max Mirnyi                    13.254
1846.  Steve Shaw                    13.243
1847.  Claudio Panatta               13.242
1848.  Peter Cawthorn                13.233
1849.  Bastian Trinker               13.156
1850.  Danilo Petrovic               13.142
1851.  Konstantin Don Gruber          13.14
1852.  Alvaro Betancur               13.135
1853.  Antoine Hoang                  13.12
1854.  John Brown                    13.069
1855.  Francisco Fogues              13.019
1856.  P Sofoulis                    12.995
1857.  Sebastien Leblanc             12.983
1858.  Trevor Baker                  12.967
1859.  Lars Jonsson                  12.918
1860.  Jimy Szymanski                12.869
1861.  Di Wu                         12.852
1862.  Peter Mors                    12.841
1863.  Magnus Nilsson                12.795
1864.  Cliff Mayne                   12.761
1865.  Pierre Ludovic Duclos         12.734
1866.  David Morrison                12.725
1867.  Oliver Gross                  12.725
1868.  Jim White                     12.716
1869.  L Maeso                       12.698
1870.  Carlos Chabalgoity            12.651
1871.  Thomas Oger                   12.649
1872.  Omni Kumar                    12.622
1873.  Amir Weintraub                12.602
1874.  Jose Fuster                     12.6
1875.  Joao Sousa                    12.556
1876.  Robin Fry                      12.45
1877.  Mike Brown                    12.411
1878.  Bing Pan                      12.399
1879.  Goudjo Gbedey                 12.382
1880.  Rob Cheyne                    12.339
1881.  Alberto Mancini               12.292
1882.  Noam Behr                     12.285
1883.  Andrew Whittington            12.246
1884.  Bodo Nitsche                  12.233
1885.  Orlando Luz                   12.218
1886.  Warrick Jones                 12.213
1887.  Radoslaw Nijaki               12.208
1888.  Daniel Courcol                  12.2
1889.  Jose Imaz Ruiz                12.172
1890.  Hugo Armando                  12.152
1891.  Woong Sun Jun                 12.127
1892.  Colin Grant                   12.079
1893.  Carlos Claverie               12.057
1894.  Robert Strombachs             12.044
1895.  M Laimina                     12.036
1896.  Olivier Mutis                 12.025
1897.  Miljan Zekic                  12.023
1898.  Lech Sidor                    12.022
1899.  Patrick McEnroe               11.978
1900.  Khumoun Sultanov              11.915
1901.  William Alvarez               11.832
1902.  Roland Steigler               11.826
1903.  Moez Echargui                 11.721
1904.  Tim Puetz                      11.71
1905.  Tres Cushing                  11.706
1906.  Ben Mckown                    11.633
1907.  Alessio Di Mauro              11.543
1908.  Giuseppe Merlo                11.542
1909.  Alex Llompart                 11.477
1910.  Ted Schroeder                 11.465
1911.  Eric Derasse                  11.425
1912.  Dennis Novikov                11.419
1913.  Charles Caudle                 11.35
1914.  Edgardo Massa                 11.348
1915.  Rui Machado                     11.3
1916.  P Scott                       11.253
1917.  Igor Kornienko                11.228
1918.  Ian Crookenden                11.174
1919.  Willie Davies                  11.15
1920.  Bob Bushman Jr                11.135
1921.  Martin Laurendeau             11.115
1922.  John Muller                   11.103
1923.  Vincent Millot                11.073
1924.  Carl Soderlund                11.047
1925.  Ignacio Buse                  11.024
1926.  Juan Gisbert Jr               11.017
1927.  Juan Diaz                     10.842
1928.  John Mattke                    10.84
1929.  Jae Sik Kim                   10.825
1930.  Rio Noguchi                   10.804
1931.  Joe Meyers                    10.797
1932.  Justin Engel                   10.78
1933.  M Mulveney                    10.755
1934.  Francisco Llanes              10.728
1935.  Saketh Myneni                 10.697
1936.  Per Hjertquist                10.627
1937.  John Crump                    10.622
1938.  C J Bendall                   10.575
1939.  Michael Mcclune               10.532
1940.  Gilbert Schaller              10.499
1941.  Yong Il Yoon                  10.494
1942.  Nikola Soear                  10.486
1943.  Taro Daniel                   10.463
1944.  Isao Watanabe                 10.455
1945.  Morten Christensen            10.434
