player_id,player_id.1,name_first,name_last,hand,country,height,elo_rating,elo_clay_rating,elo_hard_rating,elo_grass_rating,elo_carpet_rating,elo_unknown_rating
211054,211054,Klaus,Doring,U,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108395,108395,Tim,Arnot,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108396,108396,Tim,Blondeel,R,BEL,0,0.0,0.0,0.0,0.0,0.0,0.0
108397,108397,Tim,Capulong,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211058,211058,Pete,Sammis,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211059,211059,Mark,Taylor,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211060,211060,Steve,Zalenski,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211061,211061,Alex,Coxe,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211062,211062,Robert,Barker,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211047,211047,N,Burlacher,U,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
211048,211048,Erhard,Jung,U,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
211049,211049,Manfred,Gastler,U,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
211065,211065,Dale,Fritz,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211066,211066,Bill,Yeomans,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211067,211067,Sergio,Capece,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211069,211069,Gian Enrico,Maggi,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211070,211070,Riccardo,Capece,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211055,211055,Helmut,Quack,U,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
211056,211056,Pertii,Manisto,U,FIN,0,0.0,0.0,0.0,0.0,0.0,0.0
211057,211057,Klaus,Unverdross,U,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
211073,211073,Sergio,Zaglia,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211074,211074,U,Prezioso,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211075,211075,U,Spinelli,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211076,211076,U,Morgaver,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211077,211077,Salvatore,Buia,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211078,211078,Gaetano,Mele,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
211063,211063,M,Pine,U,SUI,0,0.0,0.0,0.0,0.0,0.0,0.0
211064,211064,Urs,Dietschi,U,SUI,0,0.0,0.0,0.0,0.0,0.0,0.0
108411,108411,Tom,Furukrantz,R,SWE,0,0.0,0.0,0.0,0.0,0.0,0.0
108412,108412,Tom,Henriksen,R,SWE,0,0.0,0.0,0.0,0.0,0.0,0.0
108413,108413,Tom,Holtman,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
