Rank  Name                               Rating
1854.    David Morrison                     12.725 
1855.    Oliver Gross                       12.725 
1856.    Jorge Brian Panta Herreros         12.724 
1857.    Jim White                          12.716 
1858.    L Maeso                            12.698 
1859.    Carlos Chabalgoity                 12.651 
1860.    Thomas Oger                        12.649 
1861.    Jose Fuster                          12.6 
1862.    Treat Conrad Huey                  12.561 
1863.    Robin Fry                           12.45 
1864.    Mike Brown                         12.411 
1865.    Bing Pan                           12.399 
1866.    Goudjo Gbedey                      12.382 
1867.    Rob Cheyne                         12.339 
1868.    Alberto Mancini                    12.292 
1869.    Noam Behr                          12.285 
1870.    Aleksandar Kovacevic               12.278 
1871.    Bodo Nitsche                       12.233 
1872.    Warrick Jones                      12.213 
1873.    Radoslaw Nijaki                    12.208 
1874.    Daniel Courcol                       12.2 
1875.    Jose Imaz Ruiz                     12.172 
1876.    Hugo Armando                       12.152 
1877.    Woong Sun Jun                      12.127 
1878.    Colin Grant                        12.079 
1879.    Carlos Claverie                    12.057 
1880.    M Laimina                          12.036 
1881.    Olivier Mutis                      12.025 
1882.    Lech Sidor                         12.022 
1883.    Dennis Novikov                       12.0 
1884.    Patrick McEnroe                    11.978 
1885.    Omni Kumar                         11.958 
1886.    Moez Echargui                      11.935 
1887.    William Alvarez                    11.832 
1888.    Roland Steigler                    11.826 
1889.    Danilo Petrovic                      11.8 
1890.    Robert Strombachs                  11.776 
1891.    Tres Cushing                       11.706 
1892.    Khumoun Sultanov                   11.687 
1893.    Orlando Luz                        11.657 
1894.    Ben Mckown                         11.633 
1895.    Alessio Di Mauro                   11.543 
1896.    Giuseppe Merlo                     11.542 
1897.    Ted Schroeder                      11.465 
1898.    Eric Derasse                       11.425 
1899.    Charles Caudle                      11.35 
1900.    Edgardo Massa                      11.348 
1901.    P Scott                            11.253 
1902.    Igor Kornienko                     11.228 
1903.    Ian Crookenden                     11.174 
1904.    Willie Davies                       11.15 
1905.    Bob Bushman Jr                     11.135 
1906.    Martin Laurendeau                  11.115 
1907.    John Muller                        11.103 
1908.    Juan Gisbert Jr                    11.017 
1909.    Romain Arneodo                     10.998 
1910.    Daniel Kosakowski                  10.981 
1911.    Michael Berrer                     10.852 
1912.    Juan Diaz                          10.842 
1913.    John Mattke                         10.84 
1914.    Jae Sik Kim                        10.825 
1915.    Joe Meyers                         10.797 
1916.    Carl Soderlund                     10.762 
1917.    M Mulveney                         10.755 
1918.    Ignacio Buse                       10.731 
1919.    Per Hjertquist                     10.627 
1920.    John Crump                         10.622 
1921.    Justin Engel                        10.62 
1922.    Andreas Seppi                      10.613 
1923.    Francisco Llanes                     10.6 
1924.    C J Bendall                        10.575 
1925.    Andrea Arnaboldi                   10.553 
1926.    Michael Mcclune                    10.532 
1927.    Gilbert Schaller                   10.499 
1928.    Yong Il Yoon                       10.494 
1929.    Nikola Soear                       10.486 
1930.    Miljan Zekic                       10.486 
1931.    Isao Watanabe                      10.455 
1932.    Morten Christensen                 10.434 
1933.    Woody Hunt                         10.401 
1934.    Thomas Schiessling                 10.354 
1935.    Rio Noguchi                        10.253 
1936.    Peter Handoyo                      10.236 
1937.    Howard Jameson                     10.231 
1938.    Gilles Bastie                      10.194 
1939.    Agostino Serra                     10.172 
1940.    Erwin Jager                        10.144 
1941.    John Alexander                     10.088 
1942.    Brian Ford                         10.087 
1943.    Miguel Angel Reyes Varela          10.087 
1944.    Andrew Whittington                 10.077 
1945.    Oscar Bustos                       10.075 
1946.    Paulo Carvallo                     10.033 
1947.    Hashim Bin Sidek                    9.908 
1948.    Alex Llompart                       9.902 
1949.    Jiri Medonos                        9.876 
1950.    Ralph Geiger                         9.86 
1951.    Christopher Sylvan                  9.788 
1952.    Ze Zhang                             9.78 
1953.    Federico Castelnuovo                9.717 
1954.    Steve Faulk                         9.671 
1955.    Reynaldo Garrido                    9.633 
1956.    Filippo Messori                     9.623 
1957.    Jirat Navasirisomboon                9.54 
1958.    Gabriel Trujillo Soler              9.524 
1959.    Israel Morales                      9.522 
1960.    Alan Lane                           9.516 
1961.    Ian Pollard                         9.483 
1962.    Zoltan Ilin                         9.476 
1963.    Jack Acheson                        9.463 
1964.    Arthur Anastopoulo                  9.417 
1965.    Fabio Maggi                         9.417 
1966.    Marcin Gawron                       9.411 
1967.    Antoine Hoang                       9.399 
1968.    Mark Keil                           9.387 
1969.    Gary Lemon                          9.381 
1970.    Ilia Kushev                         9.344 
1971.    Jose Antonio Pepe Conde             9.333 
1972.    Mirza Basic                          9.33 
1973.    Brian Dabul                         9.328 
1974.    Branko Horvat                       9.321 
1975.    Tung Yi Kho                         9.318 
1976.    William Brown                        9.26 
1977.    Frederic Fontang                    9.251 
1978.    Neville Nette                       9.249 
1979.    Gary Thoroughood                    9.236 
1980.    A Boss                              9.226 
1981.    Jose Francisco Altur                9.187 
1982.    Fernando Perez Pascal               9.183 
1983.    Keishiro Yanagi                     9.162 
1984.    Matteo Viola                        9.159 
1985.    David Dilucia                       9.147 
1986.    Tim Pawsat                            9.1 
1987.    Sergio Gutierrez Ferrol               9.1 
1988.    Wayne Pascoe                        9.051 
1989.    Michael Sangster                    9.046 
1990.    Johnny Goudenbour                   9.003 
1991.    Constantin Popovici                   9.0 
1992.    Joao Sousa                          8.983 
1993.    Graeme Scott                        8.963 
1994.    Yshai Oliel                         8.895 
1995.    Gerald Marzenell                    8.867 
1996.    Pedro Sotomayor                      8.78 
1997.    Wolfgang Popp                       8.743 
1998.    Markus Hipfl                        8.718 
1999.    Manuel Sanchez                      8.696 
2000.    Detler Herdy                        8.693 
2001.    Frank Schmitz                       8.686 
2002.    Antonio Martinez                    8.646 
2003.    Pruchya Isarow                      8.639 
2004.    Jiri Vanek                          8.576 
2005.    Howard Herr                          8.52 
2006.    Brian Flood                         8.513 
2007.    Daniil Ostapenkov                   8.449 
2008.    Dave Shibley                        8.448 
2009.    Alexander Donski                    8.441 
2010.    Robin Elliott                       8.429 
2011.    Michael Geerts                      8.422 
2012.    Fitriadi M Rifqi                     8.42 
2013.    Wilhelm Burgemeister                8.397 
2014.    Daniel Cukierman                    8.376 
2015.    Rick Rozen                          8.348 
2016.    Steve Fiske                         8.343 
2017.    John Powers                         8.333 
2018.    M Boerma                            8.322 
2019.    Gianni Mina                          8.13 
2020.    John Hayes                          8.123 
2021.    Kacper Zuk                          8.097 
2022.    Vladimir Petrovic                   8.068 
2023.    Jacques Manset                      8.065 
2024.    Alexandros Skorilas                 8.039 
2025.    Matthew McDonald                    8.014 
2026.    Bernardo Mota                       8.012 
2027.    Alexander Erler                     8.001 
2028.    Gustavo Giussani                    7.997 
2029.    Lucio Baltazar                      7.928 
2030.    Brent Larkham                       7.927 
2031.    Michael Hill                        7.919 
2032.    Horst Ritter                         7.91 
2033.    Andreas Beck                        7.865 
2034.    Francisco Ferrer                    7.861 
2035.    Mousa Alkotop                        7.86 
2036.    Michael Appleton                    7.835 
2037.    Christian Bimes                     7.826 
2038.    Tim Clements                        7.786 
2039.    George Tittmann                     7.772 
2040.    Sanam Singh                         7.766 
2041.    Nicolai Budkov Kjaer                7.761 
2042.    Petr Nesterov                       7.746 
2043.    Yohny Romero                        7.745 
2044.    Michal Chmela                       7.735 
2045.    P Mortoire                          7.724 
2046.    Desmond Early                       7.651 
2047.    Yves Allegro                        7.647 
2048.    Taro Daniel                         7.528 
2049.    Hans Schwaier                        7.52 
2050.    Maciej Kost                         7.511 
2051.    Daniel Marco                        7.426 
2052.    Desmond Shaw                        7.382 
2053.    Ivan Gakhov                         7.286 
2054.    Shinya Tanaka                       7.269 
2055.    Jonathan Mridha                     7.264 
2056.    Daniel Elahi Galan                  7.263 
2057.    Bobby Reynolds                       7.24 
2058.    Nicolas Salama                      7.199 
2059.     Herraiz                            7.187 
2060.    Mike Carpenter                      7.178 
2061.    Petar Jelenic                       7.166 
2062.    A Ferguson                          7.154 
2063.    Alexander Shvec                      7.14 
2064.    Stephane Robert                     7.134 
2065.    A Galbraith                         7.118 
2066.    Marcin Matkowski                    7.103 
2067.    Robert Machan                       7.007 
2068.    Nicolas Devilder                     6.98 
2069.    Alfonso Gonzalez                    6.961 
2070.    Dinu Pescariu                       6.943 
2071.    Florian Krumrey                     6.937 
2072.    Patrice Wiman                       6.868 
2073.    John Chris Lewis                    6.856 
2074.    Mohammed Khalid                     6.852 
2075.    Piero Luisi                         6.844 
2076.    A Macdonald                         6.837 
2077.    Massimo Zampieri                    6.809 
2078.    Phil Lehnhoff                       6.723 
2079.    Pete Spiller                        6.707 
2080.    Scott Lipton                        6.697 
2081.    Tobias Svantesson                   6.641 
2082.    Denis Naegelen                       6.62 
2083.    Vimuktha De Alwis                    6.62 
2084.    Vladyslav Orlov                     6.604 
2085.    Gastao Elias                        6.557 
2086.    Juan Pablo Varillas                 6.494 
2087.    Bill Harris                         6.423 
2088.    Jan Simbera                         6.407 
2089.    Jason Cask                          6.405 
2090.    Gary Drake                           6.37 
2091.    R Bortulan                          6.363 
2092.    Robert Morrison                     6.334 
2093.    Stefano Cobolli                     6.263 
2094.    Andras Szikszay                     6.261 
2095.    Philip Sekulic                      6.248 
2096.    Romain Jouan                        6.232 
2097.    Hendrik Jan Davids                  6.167 
2098.    Javier Sanchez                       6.15 
2099.    Marcel Kunzler                      6.128 
2100.    Nicolas Alvarez Varona              6.072 
2101.    Bill Bennion                        5.999 
2102.    Matei Pampoulov                     5.978 
2103.    John Solow                          5.887 
2104.    Donald Fontana                      5.886 
2105.    Garth Thomson                       5.883 
2106.    Jeff Robinson                       5.872 
2107.    Richard Gasquet                     5.824 
2108.    Ted Scherman                         5.81 
2109.    Enrique Guerrero                    5.785 
2110.    Emilio Benfele Alvarez              5.762 
2111.    Scott Warner                        5.706 
2112.    Gundars Tilmanis                    5.683 
2113.    Jean Michel Durango                 5.638 
2114.    Palaphoom Kovapitukted              5.638 
2115.    Keith Richardson                    5.626 
2116.    X Zhao                              5.602 
2117.    Barry King                          5.556 
2118.    Clive Wilderspin                    5.542 
2119.    Doug Burke                          5.522 
2120.    Benjy Robins                        5.515 
2121.    Don Wilson                           5.51 
2122.    Lex Hester                            5.5 
2123.    Prima Simpatiaji                    5.476 
2124.    Bill Bond                           5.466 
2125.    Nikos Rovas                         5.466 
2126.    Antonio Rasicci                      5.45 
2127.    Andre Sa                            5.448 
2128.    Aldin Setkic                        5.426 
2129.    Takao Yamamoto                      5.386 
2130.    Gardnar Mulloy                      5.384 
2131.    Jiri Prucha                         5.369 
2132.    M Abid Ali Khan Akbar               5.341 
2133.    Albano Olivetti                     5.337 
2134.    Wouter Fok                          5.316 
2135.    Sule Ladipo                         5.273 
2136.    A G Barker                          5.197 
2137.    Nils Langer                         5.185 
2138.    Javier Soler                        5.145 
2139.    Andy Andrews                        5.099 
2140.    Lewis Sylvester                     5.097 
2141.    Mehdi Benyebka                       5.05 
2142.    David Livingston                    5.048 
2143.    Yi Zhou                             5.038 
2144.    Gerard Pilet                        5.018 
2145.    Heinz Gildemeister                  5.017 
2146.    Alexandre Strambini                 4.971 
2147.    David Graham                        4.937 
2148.    Dale Power                          4.916 
2149.    Zacharie Moungnol                    4.89 
2150.    Jeff Turpin                         4.865 
2151.    Vic Rollins                         4.853 
2152.    Goran Oresic                          4.8 
2153.    Harold Mayot                         4.78 
2154.    Jack Adolphson                      4.777 
2155.    Trevor Allan                        4.701 
2156.    Abdel Gawad Mohammed                 4.66 
2157.    Giulio Zeppieri                     4.631 
2158.    Roberto Quiroz                      4.615 
2159.    Howard Joffe                        4.593 
2160.    Peter Becroft                       4.576 
2161.    David Smith                         4.572 
2162.    Andres Filimonov                    4.461 
2163.    Balazs Veress                       4.449 
2164.    Diego Cubas                         4.429 
2165.    Chi Wan Kim                         4.389 
2166.    Mike Gandolfo                       4.364 
2167.    Andre Van Der Merwe B               4.284 
2168.    U Zerngibl                          4.119 
2169.    John Mcmanus                          4.1 
2170.    Daniil Glinka                       4.093 
2171.    Luis David Martinez                 4.031 
2172.    Marc Flur                           4.025 
2173.    Jing Zhu Yang                       3.974 
2174.    Rodrigo Navarro                     3.973 
2175.    Jacobus Coetzer                     3.972 
2176.    John Davis                          3.969 
2177.    Cayetano March                      3.962 
2178.    Petros Tsitsipas                    3.937 
2179.    Glenn Weiner                        3.923 
2180.    Bob Sherman                         3.911 
2181.    Sever Muresan                       3.908 
2182.    Marcus Daniell                      3.862 
2183.    Leon Naude                           3.85 
2184.    Rob Wheatley                        3.845 
2185.    Marcelo Hennemann                    3.79 
2186.    Chris Bailey                        3.751 
2187.    Alexander Waske                      3.75 
2188.    Anthony Mills                       3.717 
2189.    Fritz Kuhlmann Jr                   3.649 
2190.    Kenneth Dowuona                     3.622 
2191.    Federico Coria                      3.612 
2192.    Mark Draper                         3.599 
2193.    Heinz Hamza                         3.582 
2194.    Zdenek Kolar                        3.576 
2195.    Van Hill                            3.565 
2196.    Mario Tabares                       3.558 
2197.    Leonardo Scrocchia                  3.531 
2198.    Luis Alberto Ayala                  3.523 
2199.    Keith Simpson                       3.501 
2200.    Mike Bryan                          3.477 
2201.    Rod Brent                           3.475 
2202.    Enver Mehmedbasich                  3.442 
2203.    Boro Jovanovic                       3.44 
2204.    Chris Haggard                       3.396 
2205.    Harry Fauquier                      3.378 
2206.    Lucas Arnold Ker                    3.364 
2207.    Greig Rodger                         3.34 
2208.    Don O'Connell                       3.323 
2209.    Luis Perez Chete                    3.315 
2210.    Stephen Nugent                      3.249 
2211.    Victor Sendin                       3.233 
2212.    Rupert Ferdinands                   3.209 
2213.    Thomas Emmrich                      3.161 
2214.    Ugo Blanchet                        3.137 
2215.    K Javan                             3.084 
2216.    Miguel Angel Este                    3.07 
2217.    Thomas Stalhandske                  3.068 
2218.    Richard Garey                       3.063 
2219.    Vernon Lewis                        3.021 
2220.    R Burn                              3.019 
2221.    Witold Meres                        3.018 
2222.    Stefano Tarallo                     3.014 
2223.    Dimitri Muzyka                      3.006 
2224.    Rohan Bopanna                       2.988 
2225.    Marko Ostoja                        2.956 
2226.    David Mitchell                      2.942 
2227.    Juan Ignacio Muntanola              2.935 
2228.    Luciano Ramazzini                   2.895 
2229.    Thompson Onibokun                   2.894 
2230.    Chris Rodesch                       2.864 
2231.    Kehinde Ajayi                       2.839 
2232.    Henry Kamakana                      2.829 
2233.    Chris Chapin                         2.82 
2234.    Sixto Cambra                        2.789 
2235.    Alfredo Alvarez                     2.775 
2236.    Guillermo Aubone                    2.735 
2237.    Umit Center                          2.73 
2238.    Kristof Vliegen                     2.716 
2239.    David Jorda Sanchis                  2.71 
2240.    Jeremy Bates                        2.669 
2241.    Larry Loeb                          2.656 
2242.    Oriol Roca Batalla                  2.642 
2243.    Dave Simmonds                       2.625 
2244.    Igor Flego                          2.588 
2245.    John Sullivan                       2.535 
2246.    M Camara                            2.525 
2247.    Marcos Aurelio Gorriz               2.518 
2248.    Sergio Cortes                       2.508 
2249.    Cesar Ramirez                       2.483 
2250.    Peter Anton Biner                   2.479 
2251.    Harald Mair                         2.462 
2252.    Vincent Millot                      2.461 
2253.    Peter Nagy                           2.44 
2254.    Eddie Myers                         2.417 
2255.    Hugo Nys                            2.394 
2256.    Johan Ortegren                      2.372 
2257.    Nicolas Pereira                     2.363 
2258.    Joe Becknell                        2.319 
2259.    Fritz Kolbinger                     2.317 
2260.    Thomas Randby                       2.314 
2261.    Tasos Bavelas                       2.296 
2262.    Frank Harris                        2.269 
2263.    Takehiko Nishiwaki                  2.266 
2264.    Kurt Hubalek                        2.241 
2265.    Pancho Walthall                     2.239 
2266.    Robert Collins                      2.219 
2267.    Petr Kralert                        2.201 
2268.    Mikael Torpegaard                    2.18 
2269.    Henry Estrella                      2.175 
2270.    Ignacio Martinez                    2.118 
2271.    Peter Bothwell                      2.108 
2272.    Ibrahim Mahmoud                     2.074 
2273.    Bob Borella                          2.07 
2274.    R Walker                            1.941 
2275.    Tennys Sandgren                     1.908 
2276.    J L Sartorius                       1.907 
2277.    S Joseph                            1.877 
2278.    Hazem Naw                           1.873 
2279.    Ned Neely                            1.85 
2280.    Eric Riley                          1.843 
2281.    Vallis Wilder                       1.838 
2282.    Ezzat Nemati                        1.765 
2283.    Soren Wedege                        1.747 
2284.    Cary Stansbury                      1.744 
2285.    Kristian Mitrovski                  1.741 
2286.    Lui Pang                            1.734 
2287.    Walter Johnson                      1.712 
2288.    Ryler Deheart                       1.706 
2289.    William Shivar                      1.691 
2290.    Kunio Tsukamoto                      1.68 
2291.    Junie Chatman                       1.625 
2292.    Giorgio Bologna                     1.605 
2293.    Ivaylo Traykov                      1.605 
2294.    John Bryan Decasa Otico             1.596 
2295.    Suwandi Suwandi                     1.544 
2296.    Na Sulistyono                        1.48 
2297.    Colin Sinclair                      1.471 
2298.    John Satchwell Smith                1.464 
2299.    Robert Reininger                    1.453 
2300.    Oscar Serrano                       1.445 
2301.    Colin Fleming                       1.439 
2302.    Greg Harris                         1.438 
2303.    Robert Kendrick                     1.424 
2304.    Lorenzo Manta                       1.399 
2305.    Janos Guti                          1.373 
2306.    A Brogden                            1.35 
2307.    Gonzales Austin                     1.336 
2308.    Salomon Velasco                     1.333 
2309.    Harry Brittain                       1.29 
2310.    Crawford Henry                      1.265 
2311.    Edgar Schurmann                     1.255 
2312.    Zdravko Mincek                      1.218 
2313.    Juan Pablo Ficovich                 1.168 
2314.    Geoff Dyer                          1.159 
2315.    Juan Carlos Fuentes Vasquez          1.15 
2316.    Vladyslav Manafov                   1.145 
2317.    Stephen Noteboom                    1.121 
2318.    Thomas Fabbiano                     1.088 
2319.    Tim Smyczek                         1.075 
2320.    Miguel Oquendo                      1.071 
2321.    Dmitry Popko                        1.032 
2322.    Joseph Lizardo                       1.03 
2323.    Justin Barki                        1.014 
2324.    Gunawan Trismuwantara               1.012 
2325.    Denis Yevseyev                      0.987 
2326.    Alen Avidzba                        0.969 
2327.    Louis Wessels                       0.944 
2328.    Alfredo Millet                      0.936 
2329.    Geoff Stubbs                        0.924 
2330.    John Leles                          0.913 
2331.    Carlos Costa                          0.9 
2332.    Michal Lewandowski                  0.879 
2333.    Juan Alejandro Hernandez Serrano      0.865 
2334.    Hong Kit Jack Wong                  0.801 
2335.    P Neck                              0.715 
2336.    Matteo Gigante                      0.704 
2337.    Stefano Galvani                     0.698 
2338.    Nadir Ali Khan                      0.672 
2339.    Nishesh Basavareddy                 0.667 
2340.    Federico Cervantes                  0.663 
2341.    Mike Shore                          0.656 
2342.    C Bothwell                          0.637 
2343.    Jonathan Smith                      0.611 
2344.    Kenneth Reid                        0.578 
2345.    Uros Vico                           0.575 
2346.    Robert Hill                         0.564 
2347.    Don Beer                            0.562 
2348.    Branislav Stankovic                 0.559 
2349.    Jean Claude Barclay                 0.551 
2350.    Andres Martin                       0.544 
2351.    Jesper De Jong                      0.528 
2352.    Andrea Pellegrino                   0.512 
2353.    Valerio Vettesi                      0.51 
2354.    Toufiq Zhalan                        0.46 
2355.    Jordi Arrese                        0.451 
2356.    Pablo Andujar                       0.436 
2357.    Wen Lung Chang                      0.434 
2358.    Mario Monroy                        0.413 
2359.    Frank Korpas                        0.371 
2360.    Jack Oates                           0.37 
2361.    Mike Bauer                          0.363 
2362.    Alexander Tabares                   0.342 
2363.    Sergei Yaroshenko                   0.295 
2364.    Viktor Galovic                      0.286 
2365.    Jui Chen Hung                       0.247 
2366.    Cheuk Wai Hui                        0.23 
2367.    Nathan Healey                       0.225 
2368.    Fritz Schunck                        0.22 
2369.    Duy Bao Ta                          0.209 
2370.    Sean Cooper                         0.205 
2371.    Peter Pearson                       0.194 
2372.    Paschoal Penetta                    0.192 
2373.    Larry Hall                          0.186 
2374.    S Sullivan                          0.171 
2375.    Gabi Adrian Boitan                  0.165 
2376.    Diego Schwartzman                   0.162 
2377.    Laurent Prades                      0.125 
2378.    Maks Kasnikowski                    0.119 
2379.    Harwood White                        0.11 
2380.    Kenneth Thome Bolanos               0.105 
2381.    Todd Overgard                       0.077 
2382.    Guido Andreozzi                     0.071 
2383.    Francesco Dalessio                  0.058 
2384.    John Haak                           0.046 
2385.    Louis Pretorius                       0.0 
2386.    Cecil Pedlow                          0.0 
2387.    Ricky Morea                           0.0 
2388.    Mike Bolton                           0.0 
2389.    Ramon Barril                          0.0 
2390.    Guenther Winn                         0.0 
2391.    Peter Scholl                          0.0 
2392.    Al Chassard                           0.0 
2393.    Ned Caswell                        -0.014 
2394.    Tom Muench                         -0.021 
2395.    Noah Rubin                         -0.065 
2396.    Max Cocks                          -0.069 
2397.    Lew Smolin                          -0.07 
2398.    C Wijono                            -0.07 
2399.    Mike Lee                           -0.071 
2400.    Peter Svensson                     -0.096 
2401.    Emilio Gomez                       -0.117 
2402.    Gert Vilms                         -0.126 
2403.    Andres Alarcon                     -0.131 
2404.    Samson Ahinakwa                    -0.138 
2405.    Gabriel Monroy                     -0.143 
2406.    Raymond Suarez                     -0.196 
2407.    R Jenkin                           -0.206 
2408.    J Glassen                          -0.211 
2409.    Artem Sitak                        -0.238 
2410.    Luis Felipe Tavares                -0.246 
2411.    Bengt Lundstedt                    -0.247 
2412.    Vincenzo Santopadre                -0.262 
2413.    Dalibor Svrcina                    -0.289 
2414.    Ivor Warwick                       -0.299 
2415.    Andy Lucchesi                      -0.304 
2416.    Edson Krause                       -0.305 
2417.    Eddie Fox                          -0.322 
2418.    Javier Roch                         -0.34 
2419.    John Stoddart                       -0.35 
2420.    Bob Murio                          -0.353 
2421.    Alejandro Moro Canas               -0.362 
2422.    Melle Van Gemerden                 -0.378 
2423.    Dane Sweeny                        -0.386 
2424.    Jing Yi Li                         -0.388 
2425.    Michael Ryderstedt                 -0.395 
2426.    William Blaze                      -0.406 
2427.    Ivan Mikysa                        -0.445 
2428.    Hao Lu                             -0.457 
2429.    Craig Duncan                       -0.458 
2430.    Glenn Gerstmar                     -0.473 
2431.    Ivan Beros                         -0.476 
2432.    Oskars Vaskis                      -0.481 
2433.    Mihai Vanta                        -0.482 
2434.    Bjorn Rehnquist                    -0.484 
2435.    Kuan Yi Lee                        -0.505 
2436.    Ainius Sabaliauskas                -0.518 
2437.    Stylianos Christodoulou            -0.524 
2438.    Felix Kaplan                       -0.549 
2439.    A Jackson                          -0.552 
2440.    Peter Yates                        -0.609 
2441.    Jose Andrade                        -0.61 
2442.    Tim Vann                           -0.612 
2443.    Michael Geserer                    -0.633 
2444.    Gene Stuart Malin                  -0.639 
2445.    Bob Weise W055                     -0.667 
2446.    Merv Guse                          -0.684 
2447.    M Borgener                         -0.685 
2448.    Kevin Ocarroll                     -0.717 
2449.    Lindsay Murphy                      -0.72 
2450.    Shao Xuan Zeng                     -0.736 
2451.    Bob Blazekovic                     -0.752 
2452.    Phillipe Ventura                    -0.78 
2453.    Deniss Pavlovs                     -0.795 
2454.    Allan Wall                         -0.813 
2455.    Fred Mcnair                        -0.829 
2456.    Andrew Painter                     -0.829 
2457.    Hamid Reza Nadaf                   -0.894 
2458.    Carlos Berlocq                     -0.903 
2459.    Jorge Gisbert                      -0.915 
2460.    Luis Garcia                         -0.94 
2461.    Joaquin  Aguilar Cardozo           -0.953 
2462.    Stefano Napolitano                 -0.958 
2463.    Tim Clayton                        -0.963 
2464.    Toizo Hosoi                        -0.968 
2465.    Emilio Martinez                    -0.975 
2466.    Glenn Wilson                       -0.975 
2467.    Alvaro Guillen Meza                -0.983 
2468.    Geoff Olsson                       -0.992 
2469.    John Pickens                       -1.008 
2470.    Larry Eichenbaum                   -1.023 
2471.    Gilchrist Berg                     -1.035 
2472.    M Billows                          -1.049 
2473.    Yit Louie                          -1.116 
2474.    Harsh Mankad                       -1.138 
2475.    B Kronruge                          -1.14 
2476.    Jose Prats                         -1.146 
2477.     Cross                              -1.15 
2478.    J Bougher                           -1.15 
2479.    Ludi Wijono                         -1.15 
2480.    Juan Manuel Hidalgo                -1.158 
2481.    Ken Mordoff                        -1.165 
2482.    Mikhail Elgin                      -1.165 
2483.    Jesse Witten                       -1.167 
2484.    Albert Ramos                       -1.169 
2485.    Jose Clavet                        -1.173 
2486.    Jonathan Marray                    -1.175 
2487.    Emile Ngoran                       -1.203 
2488.    Maurice Claitte                    -1.206 
2489.    Alaaddin Karagoz                   -1.214 
2490.    Ivo Bratanov                        -1.23 
2491.    Oscar Posada                       -1.234 
2492.    Dave Ranney                        -1.251 
2493.    Nicholas Sayer                     -1.254 
2494.    T Grane                            -1.262 
2495.    Daniel Koellerer                   -1.264 
2496.    Kevin Sorensen                     -1.264 
2497.    C Webster                          -1.282 
2498.    Bryan Burrell                       -1.29 
2499.    B Dimalanta                        -1.294 
2500.    Thierry Tulasne                    -1.312 
2501.    Karel Demuynck                     -1.325 
2502.    Pietro Pennisi                     -1.328 
2503.    Antso Rakotondramanga              -1.352 
2504.    John O'Shea                        -1.384 
2505.    Jocelyn Robichaud                  -1.395 
2506.    Peter Mcgrath                      -1.409 
2507.    Alessandro De Minicis              -1.412 
2508.    T Tang                             -1.422 
2509.    Fernando Roese                      -1.45 
2510.    Neil Golden                        -1.468 
2511.    Frederico Ferreira Silva            -1.48 
2512.    Mustafa Azkara                     -1.493 
2513.    K Brebnor                          -1.508 
2514.    Suk Young Jeong                    -1.519 
2515.    I Brady                            -1.548 
2516.    Peter Adolph                       -1.586 
2517.    Adolfo Daniel Vallejo              -1.594 
2518.    Geoff Roberts                      -1.603 
2519.    Lukas Thomas                       -1.618 
2520.    Andrej Krasevec                    -1.625 
2521.    Alexander Reichel                  -1.626 
2522.    Jorge Aguilar                      -1.626 
2523.    Petr Strobl                        -1.631 
2524.    Fred Hemmes                        -1.641 
2525.    Chuck Alloo                        -1.646 
2526.    Christophe Pognon                  -1.681 
2527.    Feliciano Lopez                    -1.695 
2528.    Franco Roncadelli                  -1.695 
2529.    Jim Landin                         -1.705 
2530.    Fredrik Rosenquist                 -1.707 
2531.    Syed Nasir Sherazi                 -1.713 
2532.    John Van Nostrand                  -1.727 
2533.    Nouhoun Sangare                    -1.803 
2534.    Kevin Keele                        -1.854 
2535.    Mateus Alves                       -1.883 
2536.    Abdullah Zamjaoui                  -1.899 
2537.    Jimmy Tattersall                     -1.9 
2538.    Sebo Kiss                          -1.904 
2539.    Peter Avery                        -1.912 
2540.    Dzmitry Zhyrmont                   -1.914 
2541.    Cedric Mason                       -1.938 
2542.    Tom Mozur                          -1.951 
2543.    R Louie                            -1.988 
2544.    Denys Molchanov                    -2.006 
2545.    Eui Jong Chang                     -2.014 
2546.    George Bastl                       -2.022 
2547.    Bastian Knittel                    -2.049 
2548.    Luis Haddock                       -2.075 
2549.    John Segal                         -2.088 
2550.    Hugo Roverano                       -2.12 
2551.    Riccardo Bonadio                   -2.135 
2552.    J Cabeza                            -2.15 
2553.    Ted Williams                       -2.154 
2554.    Jerry Stewart                      -2.158 
2555.    Najdo Abou Hassoun                 -2.161 
2556.    L B Taylor                         -2.165 
2557.    A Fine                             -2.182 
2558.    Henk Nijeboer                       -2.22 
2559.    Howard Schoenfield                 -2.234 
2560.    Sina Moghimi                       -2.264 
2561.    Kristian Capalik                   -2.265 
2562.    Tarmo Jokinen                      -2.292 
2563.    Clay Iles                          -2.294 
2564.    U Stebler                          -2.297 
2565.    Ivan Keskinov                      -2.313 
2566.    Blaz Rola                          -2.329 
2567.    Hendri Susilo Pramono              -2.377 
2568.    John Hammill                       -2.387 
2569.    Tij Syma                           -2.389 
2570.    Germain Gigounon                   -2.418 
2571.    Robert Eriksson                     -2.42 
2572.    Weller Evans                       -2.432 
2573.    Felipe Meligeni Alves               -2.48 
2574.    Stefan Kozlov                      -2.497 
2575.    Robert Potthast                    -2.499 
2576.    Saketh Myneni                      -2.511 
2577.    Henry Adjei Darko                  -2.515 
2578.    Harold Hunt                        -2.517 
2579.    Win Irwin                          -2.531 
2580.    J Luna                             -2.533 
2581.    Lars Uebel                         -2.539 
