Rank  Name                               Rating
4191.    Bjorn Wahlstrom                   -18.466 
4192.    Andrey Stepanov                   -18.467 
4193.    Carlos Schettwein                 -18.479 
4194.    Sergio Speciale                   -18.479 
4195.    Toshio Iwazawa                    -18.513 
4196.    M Fuster                          -18.515 
4197.    Aniceto Alvarez                    -18.53 
4198.    Blake Strode                      -18.538 
4199.    Min Hyoek Cho                     -18.547 
4200.    Liu Shuhua                         -18.55 
4201.    Lleyton Cronje                    -18.551 
4202.    Mikk Irdoja                       -18.554 
4203.    Thomas Dupre                      -18.557 
4204.    Stefan Wauters                    -18.559 
4205.    Dawood Khan                       -18.563 
4206.    Chuhan Wang                       -18.596 
4207.    Bong Suk Kim                      -18.597 
4208.    Ted Hoehn                         -18.602 
4209.    Ahmed El Mehelmy                  -18.627 
4210.    Abdulhamid Mubarak                -18.631 
4211.    Demetrios Leontis                 -18.633 
4212.    Serguei Tarasevitch               -18.649 
4213.    John Stefanki                     -18.652 
4214.    Billy Knight                      -18.656 
4215.    Christian Weis                    -18.661 
4216.    E Youatt                          -18.662 
4217.    Igor Chaldounov                   -18.668 
4218.    Sami Ghorbel                      -18.672 
4219.    Vishal Uppal                      -18.683 
4220.    Roberto Maytin                    -18.689 
4221.    Michael Stewart                   -18.698 
4222.    Carlos Espinosa                   -18.706 
4223.    Jon Ragland                       -18.711 
4224.    Carlos Angel                      -18.715 
4225.    Ciccio Gorla                      -18.718 
4226.    Mike Elkenberry                   -18.721 
4227.    Mauro Rezzonico                   -18.728 
4228.    Unknown Daniele                    -18.73 
4229.    Glenn Mccoll                      -18.738 
4230.    Jack Teal                         -18.756 
4231.    David Luque Velasco               -18.758 
4232.    Sid Ali Akkal                     -18.758 
4233.    Aymeric Mara                      -18.767 
4234.    Peter Nyborg                      -18.774 
4235.    Arturs Lazdins                    -18.777 
4236.    Vishal Punna                      -18.786 
4237.    G Donald                          -18.789 
4238.    Marco Aurelio Nunez               -18.789 
4239.    Marian Laudin                      -18.79 
4240.    Juan Carlos Martinez              -18.791 
4241.    Peter Tramacchi                   -18.794 
4242.    Ronald Kahn                       -18.802 
4243.    Egor Matvievici                   -18.804 
4244.    Ben Anzola                        -18.809 
4245.    Davin Russell                      -18.81 
4246.    Ian Perkin                        -18.817 
4247.    David Vega Hernandez              -18.825 
4248.    Fernando Demattei                 -18.826 
4249.    Henry Somerville                  -18.831 
4250.    Henrik Drzymalski                 -18.838 
4251.    Irakli Metreveli                  -18.838 
4252.    Denis Galesi                      -18.841 
4253.    Bob Levine                        -18.844 
4254.    David Salvador Estepa             -18.844 
4255.    Unknown Cimurri                   -18.846 
4256.     Lassalle                          -18.85 
4257.    Tyler Mayers                       -18.85 
4258.    Alexandru Andronachi               -18.85 
4259.    Elvis Henry                        -18.85 
4260.    Jose Perdomo                       -18.85 
4261.    J Collins                         -18.852 
4262.    Peter Bertran                     -18.856 
4263.     Uncapher                         -18.857 
4264.    Barry Conway                      -18.858 
4265.    Jasper Smit                       -18.868 
4266.    Christer Holm                     -18.875 
4267.    Anas Fattar                       -18.886 
4268.    Keith Woolcott                    -18.909 
4269.    Alexander Tavkhelidze             -18.911 
4270.    Dominic Pagon                     -18.911 
4271.    Lucas Miedler                     -18.911 
4272.    Lucky Candra Kurniawan            -18.916 
4273.    Stefan Heckmanns                  -18.918 
4274.    Jack Cheng                         -18.92 
4275.    Dieter Ecklebe                    -18.922 
4276.    Lars Poerschke                    -18.925 
4277.    Pedro Figar                       -18.928 
4278.    Peter Clarke                      -18.928 
4279.    Ching Lam                         -18.929 
4280.    Aziz Avganov                      -18.931 
4281.    Graham Silberman                  -18.932 
4282.    Julius Gotovskis                  -18.958 
4283.    Paul Palmer                       -18.959 
4284.    Adrian Forberg Skogeng            -18.961 
4285.    Eric Jr. Olivarez                 -18.965 
4286.    Enrique Bruix                     -18.972 
4287.    Greg Muller                        -18.98 
4288.    Peter Wilson                      -18.995 
4289.    Jeremy Bond                       -18.995 
4290.    Joseph Oyebog                     -18.995 
4291.    Jay Isqur                         -19.003 
4292.    Han Cheol Shin                    -19.018 
4293.    Myron Grunberg                    -19.026 
4294.    Hayk Hakobyan                     -19.034 
4295.    J E Guerra                        -19.037 
4296.    Omar Urbinati                     -19.047 
4297.    Dick Bosse                        -19.063 
4298.    Hector Aguilar                    -19.064 
4299.    Selim Var                         -19.064 
4300.    Leroy Tujeehut                    -19.065 
4301.    Pedro Rebolledo                   -19.066 
4302.    B Smit                            -19.069 
4303.    Darren Kirk                       -19.096 
4304.    Stefan Lochbihler                 -19.115 
4305.    Nenad Zimonjic                    -19.124 
4306.    Karim Fliss                        -19.13 
4307.    Juan Carlos Andrade               -19.138 
4308.    Xin Yuan Yu                       -19.141 
4309.    Steve Kennedy                     -19.144 
4310.    Robin Gyles                       -19.156 
4311.    Jong Woong Yoon                   -19.161 
4312.    Hatem Debbeche                     -19.17 
4313.    Hee Sung Chung                     -19.17 
4314.    Carlos Carriedo                   -19.193 
4315.    Dominic Inglot                    -19.211 
4316.    Shukry Moubarek                    -19.22 
4317.    Yanki Erel                        -19.242 
4318.    Ilan Sher                         -19.243 
4319.    Jorge Lemann                      -19.253 
4320.    Lluis Miralles                    -19.255 
4321.    Lex Wood                          -19.259 
4322.    Jean Bergmann                     -19.262 
4323.    Jun Chao Xu                       -19.268 
4324.    Bobby Kokavec                     -19.279 
4325.    Dainis Riekstins                  -19.292 
4326.    B Moreau                          -19.295 
4327.    Daniel Chavez Morales             -19.305 
4328.    Yuval Hirsch                      -19.307 
4329.    Roy Schwegman                     -19.314 
4330.    Spencer Newman                    -19.316 
4331.    Adrians Zguns                     -19.334 
4332.    Hsien Yin Peng                    -19.335 
4333.    Rohun Beven                       -19.341 
4334.    Francis Conquy                    -19.344 
4335.    Jesus Oroquieta                   -19.362 
4336.    Richard Browne                    -19.363 
4337.    David Felgate                     -19.363 
4338.    Rick Leach                        -19.366 
4339.    Maurice Pugnaire                  -19.369 
4340.    F Wrathrall                        -19.37 
4341.    Malik Sanjaya Wijemanne           -19.374 
4342.    Keith Begley                      -19.381 
4343.    Ismar Gorcic                      -19.385 
4344.    Alexander Slabinsky               -19.387 
4345.    Ruben Baltazar                     -19.42 
4346.    L Stevens                         -19.427 
4347.    Giuseppe Arancio                   -19.43 
4348.    Malcolm Elley                     -19.439 
4349.    Rohit Rajpal                      -19.447 
4350.    Joji Miyao                        -19.468 
4351.    J Griman                          -19.473 
4352.    Darius Florin Bragusi             -19.482 
4353.    Giuseppe Tartari                  -19.489 
4354.    W Field                            -19.49 
4355.    Toshiyuki Nakasawa                -19.496 
4356.    A Hernandez                       -19.499 
4357.    Rodrigo Faria                     -19.505 
4358.    A Webb                            -19.515 
4359.    Charles Irie                      -19.516 
4360.    Sergio Gomez Barrio               -19.524 
4361.    Hal Gorman                        -19.532 
4362.    Harry Fritz                       -19.536 
4363.    Gary Teagle                       -19.542 
4364.    Alexander Merino                  -19.549 
4365.    Jim Ebbitt                        -19.552 
4366.    U Morgaver                        -19.562 
4367.    Siegfried Kipka                   -19.574 
4368.    Ki Lung Ng                        -19.576 
4369.    Antonio Richeran                  -19.581 
4370.    Emil Reinberg                     -19.585 
4371.    Jeff Salzenstein                  -19.586 
4372.    Nejc Podkrajsek                   -19.593 
4373.    Rihards Emulins                   -19.593 
4374.    Clement Chidekh                   -19.595 
4375.    Praful Ghatage                    -19.599 
4376.    Lays Salim                        -19.605 
4377.    M Blakeway                        -19.613 
4378.    Terry Fahlenbock                  -19.628 
4379.    Mike Adams                        -19.628 
4380.    Georghe Boaghe                    -19.633 
4381.    Viktor Durasovic                  -19.639 
4382.    G Rorn                            -19.648 
4383.    Tino Anda                         -19.648 
4384.    Jorge Justo                        -19.65 
4385.    G Smith                           -19.651 
4386.    Abdul Rahman Bakar                -19.659 
4387.    Dick Moffatt                      -19.662 
4388.    J Sacks                           -19.666 
4389.    R Carter                          -19.666 
4390.    Dennis Lajola                     -19.668 
4391.    John Edmond                       -19.674 
4392.    Jaime Cortes                      -19.674 
4393.    Miha Gregorc                      -19.681 
4394.    Luis Javier Cuellar Contreras     -19.687 
4395.    Stuart Creed                      -19.697 
4396.    Pavlos Mamasis                    -19.704 
4397.    Madhusudhan Nair                  -19.718 
4398.    Brendan Evans                     -19.729 
4399.    Larry Goldbeck                    -19.731 
4400.    Norm Schellenger                  -19.736 
4401.    S Keliani                          -19.74 
4402.    Homer Shoop                       -19.756 
4403.    Abdulrahman Alawadhi              -19.766 
4404.    Frank Mcardle                     -19.772 
4405.    Richard Akel                      -19.799 
4406.    Paolo Lagana                      -19.803 
4407.    Errol Kilov                        -19.81 
4408.    P Kunzler                         -19.811 
4409.    Oskar Saarne                      -19.811 
4410.    Rolando Zalameda                  -19.812 
4411.    Ruben Torres                      -19.819 
4412.    R Mortoire                        -19.821 
4413.    Thehan Sanjaya Wijemanne          -19.837 
4414.    Henri Squire                      -19.837 
4415.    Pertii Manisto                    -19.845 
4416.    Mike Rowe                         -19.845 
4417.    Esat Tanik                         -19.85 
4418.    M J R Hales                       -19.855 
4419.    Grant Copley                       -19.86 
4420.    Gene Ward                         -19.862 
4421.    Peter Gerads                      -19.863 
4422.    Sunny Liu                         -19.867 
4423.    Marc Kimmich                      -19.871 
4424.    Robert Ouwendijk                  -19.889 
4425.    Joe Tillerson                     -19.894 
4426.    Pascal Genevo                     -19.904 
4427.    Fred V Mcnair Iii                 -19.906 
4428.    Luis Delgado                       -19.91 
4429.    Zacchi Biadene                    -19.915 
4430.    Steve Mcdonald                     -19.92 
4431.    Bruce Kellock                     -19.923 
4432.    Sheppard Mojanaga                 -19.931 
4433.    Vit Kopriva                       -19.932 
4434.    P Michau                          -19.939 
4435.    Giovanni Biccai                   -19.941 
4436.    Johann Coles                      -19.941 
4437.    Dmitrii Baskov                    -19.951 
4438.    Ryoichi Mori                      -19.956 
4439.    Eduardo Furusho                   -19.956 
4440.    Richard Ravreby                   -19.957 
4441.    Mark Darby                        -19.963 
4442.    Antal Van Der Duim                -19.963 
4443.    Tiago Godinho                     -19.965 
4444.    Jorge Bardou                      -19.968 
4445.    Duilio Vallebuona                 -19.979 
4446.    Terje Persson                     -19.983 
4447.    Jason Jung                        -19.983 
4448.    K French                          -19.985 
4449.    Perry Wright                      -19.997 
4450.    Tony Madrid                       -19.998 
4451.    Unknown Fearmon                     -20.0 
4452.    Brendan Kelly                       -20.0 
4453.    Paul Fitzsimmons                    -20.0 
4454.    Willie Walsh                        -20.0 
4455.    Unknown Doherty                     -20.0 
4456.    Gustavo Herrero                     -20.0 
4457.    Andres Funes                        -20.0 
4458.    Emery Neale                         -20.0 
4459.    Alejandro Harms                     -20.0 
4460.    Jorge Kon                           -20.0 
4461.    Enrique Perez Alvarez               -20.0 
4462.    Gerardo Wortelboer                  -20.0 
4463.    Fred Berli                          -20.0 
4464.    Tony Pickard                        -20.0 
4465.    Ted Beards                          -20.0 
4466.    Bob Abbott                          -20.0 
4467.    John Allgood                        -20.0 
4468.    Stan Ellis                          -20.0 
4469.    Tom Chivington                      -20.0 
4470.    Andres Escobar                      -20.0 
4471.    Jaime Bartoli                       -20.0 
4472.    Adrian Pena                         -20.0 
4473.    Takesji Tsujimoto                   -20.0 
4474.    Mick Marchment                      -20.0 
4475.    Peter Oatey                         -20.0 
4476.    H Nielson                           -20.0 
4477.    J May                               -20.0 
4478.    Peter Rode                          -20.0 
4479.     Collet                             -20.0 
4480.    Igor Scherbatoff                    -20.0 
4481.    Bobby Wertheimer                    -20.0 
4482.    Arnaldo Moreira                     -20.0 
4483.    M Cauvin                            -20.0 
4484.     Degodos                            -20.0 
4485.    M Laferre                           -20.0 
4486.     Botteau                            -20.0 
4487.    F M Rafecas                         -20.0 
4488.     Arguilo                            -20.0 
4489.    Joe Huey                            -20.0 
4490.    Rick Evans                          -20.0 
4491.    Jose Oriol Serrano                  -20.0 
4492.    Jose Ignacio Bel                    -20.0 
4493.    Jose Maria Mateu                    -20.0 
4494.    Pedro Garriga Nogues                -20.0 
4495.    Luis Alberich                       -20.0 
4496.    Mike Beene                          -20.0 
4497.    Larry Buhrman                       -20.0 
4498.    Steve Wilkinson                     -20.0 
4499.    John Gilbert                        -20.0 
4500.    Terry Neudecker                     -20.0 
4501.    Richard Howell                      -20.0 
4502.    Ernest Cox                          -20.0 
4503.    Arthur Watson                       -20.0 
4504.     Panizza                            -20.0 
4505.    S Roig                              -20.0 
4506.    F Bannazar                          -20.0 
4507.    Wilhelm Buchholz                    -20.0 
4508.    Claus Glattbach                     -20.0 
4509.    Fritz Sehmrau                       -20.0 
4510.    Detlev Irmler                       -20.0 
4511.    Dave Perchonock                     -20.0 
4512.    Harry Hoffman Jr                    -20.0 
4513.    D Watts                             -20.0 
4514.    K Lonsdale                          -20.0 
4515.    G Miles                             -20.0 
4516.    N Trotter                           -20.0 
4517.    A D'Orsongna                        -20.0 
4518.    G Loader                            -20.0 
4519.    L Ploughman                         -20.0 
4520.    Jihad Khouayess                     -20.0 
4521.    D J Sheperd                         -20.0 
4522.    C Graham                            -20.0 
4523.    P D R Williams                      -20.0 
4524.    B Mortoire                          -20.0 
4525.    T L Darcy                           -20.0 
4526.    J C Edwards                         -20.0 
4527.    A Jordan                            -20.0 
4528.    R S Edwards                         -20.0 
4529.    M S Palmer                          -20.0 
4530.    Alan Fawcett                        -20.0 
4531.    R Lovell                            -20.0 
4532.    David Borelli                       -20.0 
4533.    S G Laing                           -20.0 
4534.    G R D Porteus                       -20.0 
4535.    Jose Manuel Villota                 -20.0 
4536.    Luis Moreira                        -20.0 
4537.    Michael Reynolds                    -20.0 
4538.    Jan Botha                           -20.0 
4539.    Andre Makkink                       -20.0 
4540.    Randall Verdieck                    -20.0 
4541.    Herbert Loerke                      -20.0 
4542.    Andreas Trenkle                     -20.0 
4543.    J Fannin                            -20.0 
4544.    N Gillasby                          -20.0 
4545.    R Beaver                            -20.0 
4546.    K Stevens                           -20.0 
4547.    Fazal Mahmoud                       -20.0 
4548.    Bedri Baykam                        -20.0 
4549.    Vartan Tetikbas                     -20.0 
4550.    E Neemati                           -20.0 
4551.    Rodrigo Ramirez                     -20.0 
4552.    Kristian Tammivuori                 -20.0 
4553.    Cevdet Cika                         -20.0 
4554.    J Gordon                            -20.0 
4555.    Brett Hibbert                       -20.0 
4556.    Davn Santiago                       -20.0 
4557.    A Simcox                            -20.0 
4558.    Andrzej Wisnieski                   -20.0 
4559.    Tokio Nishiwaki                     -20.0 
4560.    Yukihiko Murata                     -20.0 
4561.    Noriyuki Washida                    -20.0 
4562.    Teodor Batchev                      -20.0 
4563.    Wes Horskins                        -20.0 
4564.    Ikbel Hanachi                       -20.0 
4565.    Robert Crames                       -20.0 
4566.    M Arenzon                           -20.0 
4567.    Bruno Renoult                       -20.0 
4568.    Marian Lazarov                      -20.0 
4569.    Tomer Zimmerman                     -20.0 
4570.    Depeng Li                           -20.0 
4571.    Nael Zaki                           -20.0 
4572.    Sebastien Gerard                    -20.0 
4573.    Johan Alven                         -20.0 
4574.    Victor Lopez Moron                  -20.0 
4575.    Renald Etienne                      -20.0 
4576.    Mehdi Ben Ismail                    -20.0 
4577.    Eduardo Mandarino                   -20.0 
4578.    Eyad Shahadeh                       -20.0 
4579.    Peter Orwa                          -20.0 
4580.    Furat Hammadi                       -20.0 
4581.    Sean Cartwright                     -20.0 
4582.    Yuval Karutzi                       -20.0 
4583.    Saleh Bushnaq                       -20.0 
4584.    Derek Yong                          -20.0 
4585.    Pasi Virtanen                       -20.0 
4586.    Sebastien Hette                     -20.0 
4587.    Mohammed Mahmoudi                   -20.0 
4588.    Sofiane Rais Ali                    -20.0 
4589.    Yuan Xiong Hui                      -20.0 
4590.    Nortay Dowuona                      -20.0 
4591.    Sanjeev Tikaram                     -20.0 
4592.    Tomas Catar                         -20.0 
4593.    Juan Francisco Barragan             -20.0 
4594.    Iman Nilipour                       -20.0 
4595.    Augusto Sanabria                    -20.0 
4596.    Victor Ribas                        -20.0 
4597.    Davit Babayan                       -20.0 
4598.    Yazan Al Kasim                      -20.0 
4599.    Samuel Fumi                         -20.0 
4600.    Joel Allen                          -20.0 
4601.    Mohammed Fawzy                      -20.0 
4602.    Thomas Drouet                       -20.0 
4603.    Sergio Ramirez                      -20.0 
4604.    Augusto Ricciardi Castelli          -20.0 
4605.    Damian Patriarca                    -20.0 
4606.    Leonardo Ramirez                    -20.0 
4607.    Carlos Alvarez                      -20.0 
4608.    Mohammed Faizal Bin Othman          -20.0 
4609.    Muhd Ashaari Bin Zinal Abidin       -20.0 
4610.    Candy Idoko                         -20.0 
4611.    Jason Engelhardt                    -20.0 
4612.    Revaz Osadze                        -20.0 
4613.    Wan Gao                             -20.0 
4614.    Amaury Gomez                        -20.0 
4615.    Gino Meeuwsen                       -20.0 
4616.    Romain Radwan                       -20.0 
4617.    Jae Min Seol                        -20.0 
4618.    Carlos Taborga                      -20.0 
4619.    Tunde Segodo                        -20.0 
4620.    Nour Nehme                          -20.0 
4621.    Russell Moseley                     -20.0 
4622.    Giorgi Javakhishvili                -20.0 
4623.    Sebastian Quiros                    -20.0 
4624.    Fred Simonsson                      -20.0 
4625.    Xavier Lawrence                     -20.0 
4626.    Julien Cagnina                      -20.0 
4627.    Roman Hassanov                      -20.0 
4628.    Peter August Anker                  -20.0 
4629.    Amir Hossein Badi                   -20.0 
4630.    Cheng Yu Yu                         -20.0 
4631.    Michel Saade                        -20.0 
4632.    Mark Chigaazira                     -20.0 
4633.    Soufiane El Mesbahi                 -20.0 
4634.    Yassir Kilani                       -20.0 
4635.    Gabriel Donev                       -20.0 
4636.    Nikoloz Davlianidze                 -20.0 
4637.    Kevin Cheruiyot                     -20.0 
4638.    Roey Tabet                          -20.0 
4639.    Thabo Ncube                         -20.0 
4640.    Siim Troost                         -20.0 
4641.    Jose  Flores                        -20.0 
4642.    Walid Ahouda                        -20.0 
4643.    Daniel Azar                         -20.0 
4644.    Jacob Bicknell                      -20.0 
4645.    Devin Badenhorst                    -20.0 
4646.    Min Kyu Song                        -20.0 
4647.    Thanapet Chanta                     -20.0 
4648.    Kwok Shun Dasson Chan               -20.0 
4649.    Luigi Chiaiese                    -20.001 
4650.    Leonzio Collas                    -20.004 
4651.    Denis Grozdanovitch               -20.005 
4652.    Kim Huat Khoo                      -20.01 
4653.    Alessandro Camarco                -20.013 
4654.    Glen Grissillo                     -20.02 
4655.    Ek Son Lee                        -20.027 
4656.    Riccardo Capece                   -20.033 
4657.    Rob Cadwallader                   -20.047 
4658.     Bye1                             -20.049 
4659.    Tomas Cakl                        -20.053 
4660.    U Clermont                        -20.054 
4661.    Juan Carlos Gonzalez              -20.055 
4662.    Anthony Ensor                     -20.058 
4663.    Luca Preda                        -20.059 
4664.    Ulrich Trettin                    -20.063 
4665.    Suresh Melvani                    -20.065 
4666.    Larry Dodge                       -20.066 
4667.    B A Razik                         -20.066 
4668.    Dick Ogden                        -20.078 
4669.    Salvatore Sanges                   -20.08 
4670.    Hiroki Kondo                      -20.085 
4671.    B Hauffe                          -20.107 
4672.    Ludovic Walter                    -20.109 
4673.    Roger Becker                      -20.112 
4674.    Jack May                          -20.115 
4675.    Frederick Sundsten                -20.116 
4676.    Xavier Avila                      -20.121 
4677.    Nicolas Massu                     -20.123 
4678.    Markus Kerner                     -20.128 
4679.    Art Faust                         -20.131 
4680.    Mark Long                         -20.137 
4681.    Bill Mcdonnell                    -20.139 
4682.    William Mcgehee                   -20.139 
4683.    Jamie Baker                       -20.141 
4684.    Per Erik Dahl                     -20.156 
4685.    Jose Antonio Velazquez            -20.157 
4686.    Domenico Urso                      -20.16 
4687.    C Francis                         -20.161 
4688.    Dennis Hayes                      -20.177 
4689.    Osgar Ohoisin                      -20.18 
4690.    Mario Brenner                     -20.181 
4691.    Sebastien Vidal                   -20.183 
4692.    Fazaluddin Syed                   -20.184 
4693.    Peter Bahr                        -20.189 
4694.    Bob Barker                        -20.199 
4695.    Greg Ewansky                      -20.201 
4696.    Gisle Pedersen Jentoft            -20.202 
4697.    Cesar Escobar Serrano             -20.207 
4698.    P Corne                           -20.219 
4699.    Volker Hauffe                     -20.224 
4700.    Kinantan Sangitan                 -20.226 
4701.    Felipe Parada                     -20.226 
4702.    Arne Georg Raabe                  -20.229 
4703.    Jose Schmidt                      -20.231 
4704.    Patricio Alvarado                 -20.236 
4705.    Tertius Reynders                  -20.237 
4706.    Antonio Gonzalez                  -20.244 
4707.    Milos Sekulic                     -20.253 
4708.    Maxime Koffi                      -20.255 
4709.    Khalid Hussain Fitiani            -20.262 
4710.    U Pickthall                       -20.266 
4711.    Johann Scholtemeyer                -20.27 
4712.     Gardet                           -20.273 
4713.    Wei Leung                         -20.273 
4714.    Ricky Diaz                        -20.274 
4715.    J Plain                           -20.291 
4716.    G Kenway                          -20.307 
4717.    Ian Aler                           -20.31 
4718.    Goran Popov                       -20.316 
4719.    Eric White                        -20.326 
4720.    Bill Udemans                      -20.334 
4721.    Robbie Lissauer                   -20.341 
4722.    Milan Vopicka                     -20.341 
4723.    U Thomas                          -20.343 
4724.    Yat Lung Ma                       -20.344 
4725.    Don Lawrie                        -20.349 
4726.    Fred Blatter                      -20.352 
4727.    Ron Dutton                        -20.357 
4728.    G Irshai                          -20.357 
4729.    Dave Shaw                          -20.37 
4730.     Taylor                           -20.375 
4731.    Jim Ryan                          -20.381 
4732.    Clyde Witt                        -20.388 
4733.    Carlos Suero                      -20.388 
4734.    B Wheadley                        -20.394 
4735.    Jamal Darmadi                     -20.396 
4736.    Sergio Roitman                    -20.397 
4737.    Nico Welschen                       -20.4 
4738.    Lamar Roemer                        -20.4 
4739.    Jim O'Toole                       -20.401 
4740.    D Conradie                        -20.402 
4741.     Grund                            -20.409 
4742.    Bob Perrin                        -20.413 
4743.    Alexandre Hocevar                 -20.415 
4744.    Jordi Mas                         -20.417 
4745.    R Vasselin                        -20.421 
4746.    Christian Saravia                 -20.423 
4747.    Andrew Carlson                    -20.425 
4748.    R Kaplan                          -20.428 
4749.    John Bozas                         -20.43 
4750.    Rainer Falenti                    -20.431 
4751.    Christian Hill                    -20.432 
4752.    Rauty Krog                        -20.433 
4753.    Hans Fredborg                     -20.436 
4754.    Gaurav Natekar                    -20.436 
4755.    Yuichi Ito                        -20.441 
4756.    T McCarthy                        -20.444 
4757.    Alejandro Mendoza                 -20.444 
4758.    John Hays                         -20.445 
4759.    Marcel Van Der Merwe              -20.459 
4760.    Jimmy Brown                       -20.462 
4761.    Branko Djuric                     -20.472 
4762.    D Belesson                        -20.474 
4763.    Giuseppe Augello                  -20.478 
4764.    Darko Bojanovic                   -20.485 
4765.    Jorgen Windahl                    -20.491 
4766.    Igor Levine                       -20.497 
4767.    Jerome Pienaar                    -20.499 
4768.    Mario Carnevale                   -20.506 
4769.    Hans Rusli                        -20.516 
4770.    Phil Jones                        -20.524 
4771.    R Kiesling                        -20.524 
4772.    G Marais                          -20.526 
4773.    Jean Scuvie                       -20.528 
4774.    Rolf Durr                         -20.545 
4775.    Rui Machado                       -20.546 
4776.    Ivan Camus                        -20.553 
4777.    Gabor Jaross                      -20.562 
4778.    A Saywell                         -20.565 
4779.    Bidynt Goswami                     -20.57 
4780.    Richard Bray                      -20.572 
4781.    Vittorio Crotta                   -20.573 
4782.    J Frederick                       -20.585 
4783.    Jaime Collaco                     -20.594 
4784.    Jay Rubinow                       -20.596 
4785.    D Graham                          -20.599 
4786.    Igor Tchelychev                   -20.601 
4787.    Kossi Loglo                       -20.601 
4788.    Paul Avis                         -20.606 
4789.    Vishnu Vardhan                    -20.606 
4790.    Enrique Molina                    -20.607 
4791.    Eugene Mccabe                     -20.607 
4792.    L Turner                          -20.613 
4793.    Oleksii Krutykh                   -20.615 
4794.    Scoville Jenkins                  -20.625 
4795.    Willi Busold                      -20.626 
4796.    H Hsu                             -20.627 
4797.    Dusan Korac                       -20.628 
4798.    Walter Barahona                   -20.628 
4799.    Raul Contreras                    -20.631 
4800.    Jason Morton                      -20.633 
4801.    Nestor Grammatica                 -20.642 
4802.    Luka Mikrut                       -20.653 
4803.    Abdul Hamid Makhkamov             -20.656 
4804.    K C Cook                          -20.664 
4805.    D Pond                            -20.674 
4806.    Ivo Werner                        -20.675 
4807.    Fritz Don                         -20.677 
4808.    Eberhard Wensky                   -20.688 
4809.    Joe Mesmer                        -20.695 
4810.    Helmuth Rudzinski                 -20.704 
4811.    David Dinelle                     -20.706 
4812.    Tomas Fort                        -20.707 
4813.    Theodore Sperry                   -20.708 
4814.    Andy Scheiman                     -20.709 
4815.    K Reid                             -20.71 
4816.    Jerome Seguin                     -20.718 
4817.    Hugo Grenier                      -20.718 
4818.    Mensah Gbeboume                   -20.725 
4819.    Koko Kunkel                       -20.732 
4820.    Phuong Van Nguyen                 -20.732 
4821.    Carlos Schlettwein                -20.737 
4822.    Noureddine Mahmoudi               -20.741 
4823.    James Couture                     -20.746 
4824.    Anthony Navarrosa                 -20.751 
4825.    Robert Layton                     -20.765 
4826.    Teodoro Gurrea                    -20.765 
4827.    Daniel Glancy                     -20.766 
4828.    Sunil Kumar                       -20.768 
4829.    Vasilly Kazhera                   -20.768 
4830.    Yoshimito Miyashita               -20.777 
4831.    A Moscoso                         -20.779 
4832.    Claudio Dias Conduto              -20.782 
4833.    Geoff Harris                      -20.783 
4834.    Henry So                          -20.784 
4835.    Guillermo Minutella               -20.788 
4836.    O Escribano                       -20.791 
4837.    Al Bunis                          -20.792 
4838.    Ricardo Omana                     -20.796 
4839.    Francois Synnaeghal               -20.797 
4840.    R N Faulkner                        -20.8 
4841.    A El Ghani                          -20.8 
4842.    L Traut                           -20.808 
4843.    Manfred Gastler                   -20.808 
4844.    T Long                            -20.811 
4845.    William Hodson                    -20.817 
4846.    Neil Broad                        -20.822 
4847.    Luis Carlos Enck                  -20.828 
4848.    Eduardo Soriano                   -20.831 
4849.    A Jammond                         -20.839 
4850.    H Sheridan                         -20.84 
4851.    M Bonner                          -20.841 
4852.    Ian Middleton                     -20.846 
4853.    R Naylor                          -20.851 
4854.    P Colquhoun                       -20.853 
4855.    J A Underwood                     -20.858 
4856.    Charlie Applewhaite               -20.859 
4857.    Julio Moros                       -20.863 
4858.    Adrian Andreev                     -20.87 
4859.    Carlos Chavez                     -20.878 
4860.    B Akbari                          -20.883 
4861.    Bob Speicher                      -20.886 
4862.    Giambattista Cicivelli            -20.888 
4863.    B L Thomas                        -20.889 
4864.    Antonio Domenech                  -20.889 
4865.    Peter Richardson                  -20.891 
4866.    Marius Tangen                     -20.891 
4867.    Minjong Park                      -20.895 
4868.    Richard Berner                    -20.896 
4869.    Adrian Bey                        -20.899 
4870.    Ashley Naumann                    -20.903 
4871.    Matteo Martineau                  -20.905 
4872.    Gordon Blaylock                   -20.907 
4873.    Don Bitler                        -20.908 
4874.    Mohammed Nazreen Fuzi Nasruddin    -20.912 
4875.    Gavin Hogben                      -20.914 
4876.    Nick Lee                          -20.916 
4877.    M Ellis                           -20.921 
4878.    Alex Zakharia                     -20.925 
4879.    Hector Ortiz                      -20.926 
4880.    John Penero                       -20.929 
4881.    Heimo Tschernatsch                 -20.93 
4882.    Gabriel Neascu                    -20.934 
4883.    Gerardo Clarac                    -20.943 
4884.    Rob Rippner                       -20.943 
4885.    Mads Gottlieb                     -20.946 
4886.    John Molin                        -20.955 
4887.    Jack Tuero                        -20.956 
4888.    N Folker                           -20.96 
4889.    Kevin Furst                       -20.967 
4890.    Bob French                         -20.97 
4891.    H Pienaar                         -20.978 
4892.    Peter Lund                        -20.997 
4893.    H Gais                            -20.997 
4894.    Phivos Zachariades                -20.997 
4895.    Shendrit Deari                    -20.997 
4896.    M Rana                            -21.002 
4897.    U Bighini                         -21.005 
4898.    John Trauth                        -21.01 
4899.    Peter Bendall                     -21.013 
